Sources and Destinations,Decrease in Storage for AC_01,Decrease in Storage for AC_02,Decrease in Storage for AC_03,Increase in Storage for AC_01,Increase in Storage for AC_02,Increase in Storage for AC_03,Inflow from Below CA_Alameda Diverted Inflow,Inflow from Below CA_Arboleda Grande Diverted Inflow,Inflow from Below CA_Batuco Chalinga Diverted Inflow,Inflow from Below CA_Chalinga Diverted Inflow,Inflow from Below CA_Chanar Chalinga Diverted Inflow,Inflow from Below CA_Chilcas Diverted Inflow,Inflow from Below CA_Cunlagua Diverted Inflow,Inflow from Below CA_Destiladera Diverted Inflow,Inflow from Below CA_Gabino Diverted Inflow,Inflow from Below CA_Huanque Diverted Inflow,Inflow from Below CA_Los Guindos Diverted Inflow,Inflow from Below CA_Maravillal Diverted Inflow,Inflow from Below CA_Molino de Zapallar Diverted Inflow,Inflow from Below CA_Palquial Diverted Inflow,Inflow from Below CA_Tebal Diverted Inflow,Inflow from Below CA_Toma Ranque Diverted Inflow,Inflow from Below CA_Valentino Diverted Inflow,Inflow from Below CL_09 Inflow,Inflow from Below ZR_Alameda Runoff,Inflow from Runoff/Infiltration from ZR_Alameda_FRU to AC_02,Inflow from Runoff/Infiltration from ZR_Arboleda Grande_FRU to AC_03,Inflow from Runoff/Infiltration from ZR_Batuco Chalinga_FRU to AC_01,Inflow from Runoff/Infiltration from ZR_Chalinga_FRU to AC_03,Inflow from Runoff/Infiltration from ZR_Chanar Chalinga_ANU to AC_03,Inflow from Runoff/Infiltration from ZR_Chilcas_FRU to AC_03,Inflow from Runoff/Infiltration from ZR_Cunlagua_FRU to AC_03,Inflow from Runoff/Infiltration from ZR_Destiladera_ANU to AC_01,Inflow from Runoff/Infiltration from ZR_Gavino_ANU to AC_01,Inflow from Runoff/Infiltration from ZR_Huanque_FRU to AC_03,Inflow from Runoff/Infiltration from ZR_Los Guindos_ANU to AC_03,Inflow from Runoff/Infiltration from ZR_Maravillal_FRU to AC_02,Inflow from Runoff/Infiltration from ZR_Molino de Zapallar_FRU to AC_01,Inflow from Runoff/Infiltration from ZR_Palquial_FRU to AC_02,Inflow from Runoff/Infiltration from ZR_Tebal_FRU to AC_03,Inflow from Runoff/Infiltration from ZR_Toma Ranque_FRU to AC_02,Inflow from Runoff/Infiltration from ZR_Valentino_FRU to AC_02,Natural Recharge,Outflow to Agua Potable_AC02,Outflow to Agua Potable_AC03,Outflow to Below CA_Alameda Diverted Inflow,Outflow to Below CA_Arboleda Grande Diverted Inflow,Outflow to Below CA_Batuco Chalinga Diverted Inflow,Outflow to Below CA_Chalinga Diverted Inflow,Outflow to Below CA_Chanar Chalinga Diverted Inflow,Outflow to Below CA_Chilcas Diverted Inflow,Outflow to Below CA_Cunlagua Diverted Inflow,Outflow to Below CA_Destiladera Diverted Inflow,Outflow to Below CA_Gabino Diverted Inflow,Outflow to Below CA_Huanque Diverted Inflow,Outflow to Below CA_Los Guindos Diverted Inflow,Outflow to Below CA_Maravillal Diverted Inflow,Outflow to Below CA_Molino de Zapallar Diverted Inflow,Outflow to Below CA_Palquial Diverted Inflow,Outflow to Below CA_Tebal Diverted Inflow,Outflow to Below CA_Toma Ranque Diverted Inflow,Outflow to Below CA_Valentino Diverted Inflow,Outflow to Below CL_09 Inflow,Outflow to Below ZR_Alameda Runoff,Outflow to Veg_Riparia AC_03,Outflow to Veg_Riparia AC01,Outflow to Veg_Riparia AC02,Overflow
ago-16,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.00918095,0.0078696,0,0,0.000885614,0,0.000132032,0,0,0,0,0,8.40848E-05,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00977742,-0.00783548,-0.00977742,-0.980936
sept-16,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0106169,0.00929824,0,0,0.000662684,0,0.00024411,0,0,0,0,0,0.000143979,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098,-0.00800333,-0.0098,-0.98287
oct-16,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0126404,0.0112002,0,0,0.000412269,0,0.000374066,0,0,0,0,0,0.000208172,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0092129,-0.0075871,-0.0092129,-0.988997
nov-16,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0139875,0.013097,0,0,0.000662684,0,0.000767879,0,0,0,0,0,0.000463165,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00921667,-0.00767667,-0.00921667,-0.992376
dic-16,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.00878935,0.00786036,0,0,0.000992499,0,0.000905246,0,0,0,0,0,0.000533432,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00849032,-0.00718065,-0.00849032,-0.985094
ene-17,0,0,0,0,0,0,0.00714,0.0996891,0.1992,0.0622914,0.0125058,0.0535963,0.108086,0.036176,0.02016,0.0827884,0.0125058,0.01578,0.015399,0.116,0.0959463,0.000804,0.0091,0.007324,0.00641873,0,0,0.00155746,0,0.00183587,0,0,0,0,0,0.000698278,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00799355,-0.00684194,-0.00799355,-0.922165
feb-17,0,0,0,0,0,0,0.00559179,0.0705075,0.156006,0.0440571,0.00884503,0.0379073,0.0764463,0.0283317,0.0157886,0.0585541,0.00884503,0.0123583,0.0120599,0.090847,0.0678603,0.000629664,0.00712679,0.00517492,0.00589206,0,0,0.00185957,0,0.00151416,0,0,0,0,0,0.00058866,0,0,0,0,0,0,0,-0.00857192,-0.0135804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008175,-0.007225,-0.008175,-0.671065
mar-17,0,0,0,0,0,0,0.00510197,0.0643313,0.142341,0.0401979,0.00807024,0.0345867,0.0697499,0.02585,0.0144056,0.053425,0.00807024,0.0112758,0.0110035,0.0828892,0.061916,0.000574508,0.00650252,0.00469757,0.00385484,0,0,0.00245834,0,0.00129544,0,0,0,0,0,0.000495552,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00681935,-0.00609677,-0.00681935,-0.613349
abr-17,0,0,0,0,0,0,0.00372124,0.0469215,0.103819,0.0293192,0.00588621,0.0252266,0.0508737,0.0188543,0.010507,0.0389667,0.00588621,0.00822425,0.00802568,0.0604571,0.0451598,0.00041903,0.00474276,0.00343538,0.00400255,0,0,0.00254029,0,0.000804746,0,0,0,0,0,0.000310944,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107333,-0.0084,-0.0107333,-0.427563
may-17,0,0,0,0,0,0,0,0.106745,0.1992,0.0560955,0,0.00140184,0,0.036176,0.02016,0.0886481,0,0.01578,0.015399,0.116,0.102737,0.000804,0.0091,0.00780965,0.00341076,0,0,0.000412269,0,0.000310633,0,0,0,0,0,0.000116244,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103871,-0.00808387,-0.0103871,-0.73144
jun-17,0,0,0,0,0,0,0.00714,0.101674,0.1992,0.0635319,0.0127548,0.0546636,0.110238,0.036176,0.02016,0.0844371,0.0127548,0.01578,0.015399,0.116,0.097857,0.000804,0.0091,0.00747462,0.00610992,0,0,0.00134115,0,6.82305E-05,0,0,0,0,0,2.55331E-05,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01057,-0.00828333,-0.01057,-0.922592
jul-17,0,0,0,0,0,0,0.00689315,0.0869165,0.192313,0.0543103,0.0109035,0.0467293,0.0942374,0.0349253,0.019463,0.0721812,0.0109035,0.0152344,0.0148666,0.11199,0.0836532,0.000776203,0.00878539,0.00636201,0.00490983,0,0,0.000992499,0,0.000151431,0,0,0,0,0,5.66681E-05,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100258,-0.00794839,-0.0100258,-0.829545
ago-17,0,0,0,0,0,0,0.00537209,0.0677373,0.149877,0.0423261,0.00849751,0.0364179,0.0734428,0.0272186,0.0151683,0.0562535,0.00849751,0.0118728,0.0115861,0.0872777,0.0651941,0.000604925,0.00684678,0.00497051,0.00526535,0,0,0.000427538,0,0.000115235,0,0,0,0,0,5.04682E-05,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00977742,-0.00783548,-0.00977742,-0.637621
sept-17,0,0,0,0,0,0,0.00512844,0.064665,0.143079,0.0404064,0.0081121,0.0347662,0.0701117,0.0259841,0.0144803,0.0537021,0.0081121,0.0113343,0.0110606,0.0833192,0.0622372,0.000577488,0.00653625,0.0047263,0.00401472,0,0,0.000489124,0,0.000618826,0,0,0,0,0,0.000240757,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098,-0.00800333,-0.0098,-0.605424
oct-17,0,0,0,0,0,0,0.00563059,0.0709967,0.157089,0.0443628,0.0089064,0.0381703,0.0769767,0.0285283,0.0158981,0.0589604,0.0089064,0.0124441,0.0121436,0.0914774,0.0683312,0.000634033,0.00717624,0.00517984,0.00363301,0,0,0.000595499,0,0.00112095,0,0,0,0,0,0.000427696,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0092129,-0.0075871,-0.0092129,-0.671568
nov-17,0,0,0,0,0,0,0.00177524,0.0963796,0.1992,0.0602235,0.0120906,0.051817,0.104498,0.036176,0.02016,0.08004,0.0120906,0.01578,0.00490064,0.116,0.0927611,0.000213163,0.0091,0.00673032,0.00497008,0,0,0.000741575,0,0.00157896,0,0,0,0,0,0.000601893,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00921667,-0.00767667,-0.00921667,-0.881043
dic-17,0,0,0,0,0,0,0.00714,0.111083,0.1992,0.0694111,0.0139352,0.0597222,0.12044,0.036176,0.02016,0.0922508,0.0139352,0.01578,0.015399,0.116,0.106913,0.000804,0.0091,0.00737996,0.00577269,0,0,0.00108411,0,0.00180577,0,0,0,0,0,0.000698278,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00849032,-0.00718065,-0.00849032,-0.98002
ene-18,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.00765638,0.00672304,0,0,0.00154219,0,0.00182532,0,0,0,0,0,0.000694329,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00799355,-0.00684194,-0.00799355,-0.985787
feb-18,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.00847091,0.00741573,0,0,0.00199481,0,0.00158426,0,0,0,0,0,0.000614893,0,0,0,0,0,0,0,-0.00857192,-0.0135804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008175,-0.007225,-0.008175,-0.984536
mar-18,0,0,0,0,0,0,0.00714,0.103926,0.1992,0.0649387,0.0130373,0.0558741,0.112679,0.036176,0.02016,0.0863068,0.0130373,0.01578,0.015399,0.116,0.100024,0.000804,0.0091,0.0076512,0.00580154,0,0,0.00245834,0,0.00129544,0,0,0,0,0,0.000495552,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00681935,-0.00609677,-0.00681935,-0.94754
abr-18,0,0,0,0,0,0,0.0054018,0.0681119,0.150706,0.0425602,0.00854451,0.0366193,0.0738489,0.0273691,0.0152522,0.0565646,0.00854451,0.0119384,0.0116502,0.0877604,0.0655547,0.00060827,0.00688465,0.00502507,0.00563747,0,0,0.00261918,0,0.000826555,0,0,0,0,0,0.000319105,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107333,-0.0084,-0.0107333,-0.641805
may-18,0,0,0,0,0,0,0.00344734,0.0434679,0.0961779,0.0271612,0.00545296,0.0233698,0.0471292,0.0174665,0.00973367,0.0360986,0.00545296,0.00761892,0.00743496,0.0560072,0.0418359,0.000388188,0.00439367,0.00321636,0.00404216,0,0,0.00203081,0,0.000372667,0,0,0,0,0,0.000139459,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103871,-0.00808387,-0.0103871,-0.393572
jun-18,0,0,0,0,0,0,0.00396146,0.0499504,0.110521,0.0312119,0,0.0268551,0.0541577,0.0200714,0.0111853,0.0414821,0.00626618,0.00875515,0.00854376,0.0643598,0.048075,0.00044608,0.00504891,0.00366007,0.00225576,0,0,0.00142004,0,4.48639E-05,0,0,0,0,0,1.67889E-05,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01057,-0.00828333,-0.01057,-0.44819
jul-18,0,0,0,0,0,0,0.00352114,0.0443984,0.0982369,0.0277427,0.0055697,0.0238701,0.0481381,0.0178404,0.00994204,0.0368714,0.0055697,0.00778202,0.00759412,0.0572062,0.0427315,0.000396498,0.00448773,0.00326406,0.00273027,0,0,0.000763461,0,7.46224E-06,0,0,0,0,0,2.79251E-06,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100258,-0.00794839,-0.0100258,-0.400658
ago-18,0,0,0,0,0,0,0.00281005,0.0354322,0.0783981,0.0221401,0.00444491,0.0190496,0.0384167,0.0142376,0.00793427,0.0294253,0.00444491,0.00621045,0.0060605,0.0456535,0.034102,0.000316426,0.00358144,0.00261137,0.00270787,0,0,0.000793999,0,0.000357946,0,0,0,0,0,0.000141295,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00977742,-0.00783548,-0.00977742,-0.311872
sept-18,0,0,0,0,0,0,0.000519253,0.0432169,0.0956227,0.0270044,0.00542148,0.0232349,0.0468571,0.0173657,0.00967748,0.0358902,0.00542148,0.00757493,0.00571159,0.0556839,0.0415944,6.57477E-05,0.0043683,0.00316426,0.00216196,0,0,0.000552237,0,0.000662443,0,0,0,0,0,0.00025708,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098,-0.00800333,-0.0098,-0.38375
oct-18,0,0,0,0,0,0,0.00109816,0.0511994,0.113285,0.0319923,0.00642286,0.0275265,0.0555118,0.0205732,0.011465,0.0425193,0.00642286,0.00897406,0.00603269,0.065969,0.0492771,0.000113577,0.00517515,0.00374855,0.0025876,0,0,0.00058023,0,0.00112095,0,0,0,0,0,0.000427696,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0092129,-0.0075871,-0.0092129,-0.466001
nov-18,0,0,0,0,0,0,0.00356819,0.0449917,0.0995495,0.0281134,0.00564412,0.0241891,0.0487813,0.0180788,0.0100749,0.0373641,0.00564412,0.007886,0.0076956,0.0579706,0.0433025,0.000401796,0.00454769,0.00331015,0.00329991,0,0,0.000741575,0,0.00157896,0,0,0,0,0,0.000601893,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00921667,-0.00767667,-0.00921667,-0.41055
dic-18,0,0,0,0,0,0,0.00318867,0.0402063,0.0889612,0.0251232,0.0050438,0.0216163,0.0435928,0.0161559,0.0090033,0.0333899,0.0050438,0.00704723,0.00687708,0.0518047,0.0386967,0.00035906,0.00406399,0.00295561,0.00301828,0,0,0.00106884,0,0.00179522,0,0,0,0,0,0.000694329,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00849032,-0.00718065,-0.00849032,-0.365536
ene-19,0,0,0,0,0,0,0.0024896,0.0313916,0.0694576,0.0196152,0.00393801,0.0168772,0.0340357,0.012614,0.00702945,0.0260696,0.00393801,0.00550222,0.00536937,0.0404472,0.030213,0.000280341,0.00317301,0.00231455,0.00281628,0,0,0.00154219,0,0.00182532,0,0,0,0,0,0.000694329,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00799355,-0.00684194,-0.00799355,-0.278796
feb-19,0,0,0,0,0,0,0.00210757,0.0265745,0.0587993,0.0166053,0.00333372,0.0142874,0.0288129,0.0106783,0.00595078,0.0220692,0.00333372,0.0046579,0.00454544,0.0342406,0.0255768,0.000237323,0.00268611,0.00195643,0.00209929,0,0,0.00204553,0,0.00160762,0,0,0,0,0,0.000623637,0,0,0,0,0,0,0,-0.00857192,-0.0135804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008175,-0.007225,-0.008175,-0.227102
mar-19,0,0,0,0,0,0,0.00171552,0.0216312,0.0478616,0.0135164,0.00271359,0.0116297,0.0234532,0.00869197,0.00484382,0.017964,0.00271359,0.00379145,0.0036999,0.0278712,0.020819,0.000193176,0.00218645,0.00159077,0.00149618,0,0,0.00245834,0,0.00128489,0,0,0,0,0,0.000491603,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00681935,-0.00609677,-0.00681935,-0.182873
abr-19,0,0,0,0,0,0,0.00142901,0.0180185,0.0398682,0.011259,0.00226039,0.00968738,0.0195362,0.00724032,0.00403485,0.0149638,0.00226039,0.00315823,0.00308198,0.0232164,0.017342,0.000160914,0.00182129,0.00132692,0.00122003,0,0,0.00226939,0,0.00081565,0,0,0,0,0,0.000315025,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107333,-0.0084,-0.0107333,-0.134744
may-19,0,0,0,0,0,0,0,0.018479,0.040887,0.0115467,0.00231815,0.00993494,0.0200355,0.00742534,0.00413796,0.0153462,0.00231815,0.00323894,0.000024606,0.0238097,0.0177852,0,0.00186783,0.00135554,0.000957611,0,0,0.00169488,0,0.000193272,0,0,0,0,0,7.23259E-05,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103871,-0.00808387,-0.0103871,-0.134562
jun-19,0,0,0,0,0,0,0,0.0279063,0.0617459,0,0,0.00055543,0.0302568,0.0112135,0.00624899,0.0111932,0,0.00489132,0.00477322,0.0359565,0.0268585,0,0.00282072,0.00203834,0.000768324,0,0,0.00135692,0,7.75771E-05,0,0,0,0,0,2.90308E-05,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01057,-0.00828333,-0.01057,-0.178592
jul-19,0,0,0,0,0,0,0.00169145,0.0213276,0.0471899,0.0133267,0.00267551,0.0114665,0.023124,0.00856999,0.00477585,0.0177119,0.00267551,0.00373824,0.00364798,0.0274801,0.0205269,0.000190465,0.00215576,0.00157217,0.00151177,0,0,0.00111465,0,0.000235852,0,0,0,0,0,8.82601E-05,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100258,-0.00794839,-0.0100258,-0.168788
ago-19,0,0,0,0,0,0,0.0010081,0.0127112,0.028125,0.00794267,0.00159459,0.00683397,0.0137818,0.00510769,0.00284639,0.0105562,0.00159459,0.00222798,0.00217418,0.016378,0.012234,0.000113517,0.00128483,0.000942837,0.00133577,0,0,0.000885614,0,0.000421262,0,0,0,0,0,0.000164989,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00977742,-0.00783548,-0.00977742,-0.0828664
sept-19,0,0,0,0,0,0,0.000495477,0.0195723,0.0433062,0.0122299,0.000482621,0.0105228,0.0212209,0.00786468,0.00438279,0.0162542,0.00245531,0.00343058,0.00123362,0.0114319,0.016956,6.05792E-05,0.00197834,0.00142933,0.00109914,0,0,0.000504902,0,0.000651539,0,0,0,0,0,0.000252999,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098,-0.00800333,-0.0098,-0.129537
oct-19,0,0,0,0,0,0,0.00110967,0.0215824,0.0477537,0.0134859,0.00083815,0.0116035,0.0234003,0.00867238,0.00483291,0.0179235,0.00270747,0.0037829,0.00214616,0.0222575,0.0207721,0.000113577,0.00218152,0.00158161,0.00114692,0,0,0.000595499,0,0.0011315,0,0,0,0,0,0.000431645,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0092129,-0.0075871,-0.0092129,-0.16403
nov-19,0,0,0,0,0,0,0.00141129,0.0177952,0.0393739,0.0111194,0.00223237,0.00956729,0.019294,0.00715056,0.00398483,0.0147783,0.00223237,0.00311908,0.00304377,0.0229286,0.017127,0.000158919,0.00179871,0.00131071,0.00132082,0,0,0.000741575,0,0.00157896,0,0,0,0,0,0.000601893,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00921667,-0.00767667,-0.00921667,-0.135884
dic-19,0,0,0,0,0,0,0.00146021,0.0184119,0.0407385,0.0115048,0.00230974,0.00989887,0.0199627,0.00739838,0.00412294,0.0152905,0.00230974,0.00322718,0.00314926,0.0237232,0.0177206,0.000164427,0.00186105,0.00135045,0.00112118,0,0,0.00108411,0,0.00180577,0,0,0,0,0,0.000698278,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00849032,-0.00718065,-0.00849032,-0.145144
ene-20,0,0,0,0,0,0,0.00164386,0.0207276,0.0458624,0.0129518,0.00260024,0.0111439,0.0224735,0.0083289,0.00464149,0.0172136,0.00260024,0.00363307,0.00354535,0.026707,0.0199494,0.000185107,0.00209512,0.00151921,0.00116554,0,0,0.00155746,0,0.00183587,0,0,0,0,0,0.000698278,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00799355,-0.00684194,-0.00799355,-0.170241
feb-20,0,0,0,0,0,0,0.00156417,0.0197228,0.043639,0.0123239,0.00247418,0.0106036,0.021384,0.00792511,0.00441647,0.0163791,0.00247418,0.00345694,0.00337348,0.0254122,0.0189823,0.000176133,0.00199355,0.00144914,0.00129758,0,0,0.00199132,0,0.00156347,0,0,0,0,0,0.000606354,0,0,0,0,0,0,0,-0.00827634,-0.0131121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0078931,-0.00697586,-0.0078931,-0.159058
mar-20,0,0,0,0,0,0,0.00129075,0.0162752,0.0360108,0.0101697,0.00204169,0.0087501,0.017646,0.00653979,0.00364447,0.013516,0.00204169,0.00285266,0.00278379,0.0209701,0.0156641,0.000145345,0.00164507,0.00119732,0.00110358,0,0,0.00204965,0,0.00129544,0,0,0,0,0,0.000495552,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00681935,-0.00609677,-0.00681935,-0.128385
abr-20,0,0,0,0,0,0,0.00120121,0.0151461,0.0335126,0.00946416,0.00190005,0.00814308,0.0164219,0.00608611,0.00339164,0.0125783,0.00190005,0.00265476,0.00259067,0.0195154,0.0145775,0.000135262,0.00153095,0.00111326,0.000894715,0,0,0.00190758,0,0.000826555,0,0,0,0,0,0.000319105,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107333,-0.0084,-0.0107333,-0.105269
may-20,0,0,0,0,0,0,0.000982822,0.0123925,0.0274199,0.00774354,0.00155462,0.00666264,0.0134363,0.00497963,0.00277503,0.0102916,0.00155462,0.00217212,0.00211967,0.0159674,0.0119272,0.000110671,0.00125262,0.000912364,0.000714323,0,0,0.00156049,0,0.000393773,0,0,0,0,0,0.000147357,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103871,-0.00808387,-0.0103871,-0.0782047
jun-20,0,0,0,0,0,0,0.00261795,0.00254638,0.0730387,0.00566371,0.00244973,0,0.0357904,0.0110814,0.00739186,0.00409352,0.00414104,0.00578589,0.0056462,0.0425326,0.0148427,0.000294795,0.00333661,0.00240059,0.00053639,0,0,0.000394455,0,0.000339283,0,0,0,0,0,0.000126966,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01057,-0.00828333,-0.01057,-0.174952
jul-20,0,0,0,0,0,0,0,0.0470507,0.104105,0.0293999,0,0.0252961,0.0510138,0.0189062,0.010536,0.039074,0.00590242,0.0082469,0,0.0140533,0.0452842,0,0.00475582,0.00343758,0.00312682,0,0,0.000793999,0,1.19848E-05,0,0,0,0,0,4.48494E-06,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100258,-0.00794839,-0.0100258,-0.362991
ago-20,0,0,0,0,0,0,0.000155318,0.0422173,0.0934108,0.0263798,0.000459261,0.0226975,0.0457732,0.016964,0.00945363,0.03506,0.00529608,0.00739971,0.000656412,0.0543959,0.0406323,3.35466E-05,0.00426726,0.00310492,0.00210288,0,0,0.000687115,0,0.000284078,0,0,0,0,0,0.000113652,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00977742,-0.00783548,-0.00977742,-0.364146
