Sources and Destinations,Decrease in Storage for AC_01,Decrease in Storage for AC_02,Decrease in Storage for AC_03,Increase in Storage for AC_01,Increase in Storage for AC_02,Increase in Storage for AC_03,Inflow from Below CA_Alameda Diverted Inflow,Inflow from Below CA_Arboleda Grande Diverted Inflow,Inflow from Below CA_Batuco Chalinga Diverted Inflow,Inflow from Below CA_Chalinga Diverted Inflow,Inflow from Below CA_Chanar Chalinga Diverted Inflow,Inflow from Below CA_Chilcas Diverted Inflow,Inflow from Below CA_Cunlagua Diverted Inflow,Inflow from Below CA_Destiladera Diverted Inflow,Inflow from Below CA_Gabino Diverted Inflow,Inflow from Below CA_Huanque Diverted Inflow,Inflow from Below CA_Los Guindos Diverted Inflow,Inflow from Below CA_Maravillal Diverted Inflow,Inflow from Below CA_Molino de Zapallar Diverted Inflow,Inflow from Below CA_Palquial Diverted Inflow,Inflow from Below CA_Tebal Diverted Inflow,Inflow from Below CA_Toma Ranque Diverted Inflow,Inflow from Below CA_Valentino Diverted Inflow,Inflow from Below CL_09 Inflow,Inflow from Below ZR_Alameda Runoff,Inflow from Runoff/Infiltration from ZR_Alameda_FRU to AC_02,Inflow from Runoff/Infiltration from ZR_Arboleda Grande_FRU to AC_03,Inflow from Runoff/Infiltration from ZR_Batuco Chalinga_FRU to AC_01,Inflow from Runoff/Infiltration from ZR_Chalinga_FRU to AC_03,Inflow from Runoff/Infiltration from ZR_Chanar Chalinga_ANU to AC_03,Inflow from Runoff/Infiltration from ZR_Chilcas_FRU to AC_03,Inflow from Runoff/Infiltration from ZR_Cunlagua_FRU to AC_03,Inflow from Runoff/Infiltration from ZR_Destiladera_ANU to AC_01,Inflow from Runoff/Infiltration from ZR_Gavino_ANU to AC_01,Inflow from Runoff/Infiltration from ZR_Huanque_FRU to AC_03,Inflow from Runoff/Infiltration from ZR_Los Guindos_ANU to AC_03,Inflow from Runoff/Infiltration from ZR_Maravillal_FRU to AC_02,Inflow from Runoff/Infiltration from ZR_Molino de Zapallar_FRU to AC_01,Inflow from Runoff/Infiltration from ZR_Palquial_FRU to AC_02,Inflow from Runoff/Infiltration from ZR_Tebal_FRU to AC_03,Inflow from Runoff/Infiltration from ZR_Toma Ranque_FRU to AC_02,Inflow from Runoff/Infiltration from ZR_Valentino_FRU to AC_02,Natural Recharge,Outflow to Agua Potable_AC02,Outflow to Agua Potable_AC03,Outflow to Below CA_Alameda Diverted Inflow,Outflow to Below CA_Arboleda Grande Diverted Inflow,Outflow to Below CA_Batuco Chalinga Diverted Inflow,Outflow to Below CA_Chalinga Diverted Inflow,Outflow to Below CA_Chanar Chalinga Diverted Inflow,Outflow to Below CA_Chilcas Diverted Inflow,Outflow to Below CA_Cunlagua Diverted Inflow,Outflow to Below CA_Destiladera Diverted Inflow,Outflow to Below CA_Gabino Diverted Inflow,Outflow to Below CA_Huanque Diverted Inflow,Outflow to Below CA_Los Guindos Diverted Inflow,Outflow to Below CA_Maravillal Diverted Inflow,Outflow to Below CA_Molino de Zapallar Diverted Inflow,Outflow to Below CA_Palquial Diverted Inflow,Outflow to Below CA_Tebal Diverted Inflow,Outflow to Below CA_Toma Ranque Diverted Inflow,Outflow to Below CA_Valentino Diverted Inflow,Outflow to Below CL_09 Inflow,Outflow to Below ZR_Alameda Runoff,Outflow to Veg_Riparia AC_03,Outflow to Veg_Riparia AC01,Outflow to Veg_Riparia AC02,Overflow
feb-00,0,0,0,0,0,0,0.00179374,0.0797039,0.176354,0.0498035,0.00155378,0.0428516,0.0864173,0.0320271,0.0178479,0.0661914,0.0099987,0.0139703,0.00641935,0.0917892,0.0767115,0.000390869,0.00805635,0.00579785,0.00367179,0,0,0.00199132,0,0.00153931,0,0,0,0,0,0.00238539,0,0,0,0,0,0,0,-0.00827634,-0.0131121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0078931,-0.00697586,-0.0078931,-0.733116
mar-00,0,0,0,0,0,0,0.00595519,0.0750897,0.166145,0.0469203,0.00941985,0.0403708,0.0814144,0.030173,0.0168147,0.0623594,0.00941985,0.0131615,0.0128437,0.0967511,0.0722705,0.000670585,0.00758995,0.0054901,0.00415961,0,0,0.00247361,0,0.00081663,0,0,0,0,0,0.00098598,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00681935,-0.00609677,-0.00681935,-0.721551
abr-00,0,0,0,0,0,0,0.0056463,0.0711948,0.157527,0.0444865,0.00893124,0.0382768,0.0771915,0.0286079,0.0159425,0.0591248,0.00893124,0.0124788,0.0121775,0.0917326,0.0685218,0.000635802,0.00719626,0.00520814,0.0044436,0,0,0.00249295,0,0.00037181,0,0,0,0,0,0.000496251,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107333,-0.0084,-0.0107333,-0.671074
may-00,0,0,0,0,0,0,0.00505531,0.0637429,0.141039,0.0398302,0.00799642,0.0342704,0.0691119,0.0256136,0.0142738,0.0529363,0.00799642,0.0111727,0.0109029,0.082131,0.0613497,0.000569253,0.00644304,0.0046607,0.00383321,0,0,0.00180177,0,0.000074527,0,0,0,0,0,0.000170729,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103871,-0.00808387,-0.0103871,-0.596109
jun-00,0,0,0,0,0,0,0.00577987,0.072879,0.161254,0.0455389,0.00914253,0.0391823,0,0.0292847,0.0163196,0.0605235,0.00914253,0.012774,0.0124656,0.0939026,0.0701428,0.000650842,0.0073665,0.0053177,0.00422076,0,0,0.00339757,0,0.00214423,0,0,0,0,0,0.00316695,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01057,-0.00828333,-0.01057,-0.614497
jul-00,0,0,0,0,0,0,0.00714,0.109172,0.1992,0.0682166,0.0136954,0.0586944,0,0.036176,0.02016,0.0906633,0.0136954,0.01578,0.015399,0.116,0.105073,0.000804,0.0091,0.00802173,0.0051794,0,0,0.000687115,0,0.000196111,0,0,0,0,0,0.000204655,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100258,-0.00794839,-0.0100258,-0.845249
ago-00,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0102406,0.00890206,0,0,0.000900884,0,0.000432799,0,0,0,0,0,0.00107559,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00977742,-0.00783548,-0.00977742,-0.984336
sept-00,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0188361,0.01727,0,0,0.00178819,0,0.000200315,0,0,0,0,0,0.000195653,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098,-0.00800333,-0.0098,-1.00019
oct-00,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0278444,0.0266102,0,0,0.000671845,0,0.00142517,0,0,0,0,0,0.0030961,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0092129,-0.0075871,-0.0092129,-1.02381
nov-00,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0278286,0.0272076,0,0,0.000757353,0,0.00250728,0,0,0,0,0,0.00591376,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00921667,-0.00767667,-0.00921667,-1.02761
dic-00,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.02353,0.022913,0,0,0.00108411,0,0.00295444,0,0,0,0,0,0.00634159,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00849032,-0.00718065,-0.00849032,-1.02284
ene-01,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0153887,0.014976,0,0,0.00155746,0,0.00270252,0,0,0,0,0,0.00596717,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00799355,-0.00684194,-0.00799355,-1.00794
feb-01,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.011916,0.0111553,0,0,0.00207934,0,0.00159428,0,0,0,0,0,0.00247058,0,0,0,0,0,0,0,-0.00857192,-0.0135804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008175,-0.007225,-0.008175,-0.993671
mar-01,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0116169,0.00986327,0,0,0.00233619,0,0.000756179,0,0,0,0,0,0.000857853,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00681935,-0.00609677,-0.00681935,-0.995869
abr-01,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.00987627,0.0085729,0,0,0.00254029,0,0.000403043,0,0,0,0,0,0.00056245,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107333,-0.0084,-0.0107333,-0.981596
may-01,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0100627,0.00826365,0,0,0.00163381,0,0.000231907,0,0,0,0,0,0.000401777,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103871,-0.00808387,-0.0103871,-0.98191
jun-01,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.00850167,0.00702376,0,0,0.00203539,0,0.000171219,0,0,0,0,0,0.000333923,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01057,-0.00828333,-0.01057,-0.97815
jul-01,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0,0.0091,0.0126645,0.0114721,0,0,0.00276882,0,0.00145515,0,0,0,0,0,0.00205304,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100258,-0.00794839,-0.0100258,-0.977784
ago-01,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0,0.0091,0.0123607,0.0110411,0,0,0.000122154,0,0.000305631,0,0,0,0,0,0.000344914,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00977742,-0.00783548,-0.00977742,-0.972155
sept-01,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0136658,0.0123289,0,0,0.000504902,0,0.000600465,0,0,0,0,0,0.0014228,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098,-0.00800333,-0.0098,-0.990427
oct-01,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0171994,0.0158946,0,0,0.000458076,0,0.00124382,0,0,0,0,0,0.00271172,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0092129,-0.0075871,-0.0092129,-1.00167
nov-01,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0167931,0.0161912,0,0,0.000757353,0,0.00250728,0,0,0,0,0,0.00591376,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00921667,-0.00767667,-0.00921667,-1.00556
dic-01,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0115736,0.0109673,0,0,0.00108411,0,0.00295444,0,0,0,0,0,0.00634159,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00849032,-0.00718065,-0.00849032,-0.998934
ene-02,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0102386,0.00975559,0,0,0.00155746,0,0.00270252,0,0,0,0,0,0.00596717,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00799355,-0.00684194,-0.00799355,-0.997567
feb-02,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.00908606,0.00830122,0,0,0.00207934,0,0.00159428,0,0,0,0,0,0.00247058,0,0,0,0,0,0,0,-0.00857192,-0.0135804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008175,-0.007225,-0.008175,-0.987987
mar-02,0,0,0,0,0,0,0.00714,0.0932997,0.1992,0.0582989,0.0117043,0.0501611,0.101158,0.036176,0.02016,0.0774822,0.0117043,0.01578,0.015399,0.116,0.0897968,0.000804,0.0091,0.00682949,0.00512631,0,0,0.00245834,0,0.000801517,0,0,0,0,0,0.000953948,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00681935,-0.00609677,-0.00681935,-0.88979
abr-02,0,0,0,0,0,0,0.00714,0.110061,0.1992,0.0687724,0.0138069,0.0591726,0.119331,0.036176,0.02016,0.091402,0.0138069,0.01578,0.015399,0.116,0.105929,0.000804,0.0091,0.00811094,0.00671049,0,0,0.00235095,0,0.000278111,0,0,0,0,0,0.000297654,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107333,-0.0084,-0.0107333,-0.969247
may-02,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0101287,0.00884035,0,0,0.000320653,0,0.00141941,0,0,0,0,0,0.00214514,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103871,-0.00808387,-0.0103871,-0.984171
jun-02,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0217127,0.021033,0,0,0.00312934,0,0.00211467,0,0,0,0,0,0.00312354,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01057,-0.00828333,-0.01057,-1.0112
jul-02,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0166711,0.0154827,0,0,0.000692204,0,0.00105455,0,0,0,0,0,0.00146492,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100258,-0.00794839,-0.0100258,-0.99754
ago-02,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0336358,0.0321965,0,0,0.000519153,0,0.000463011,0,0,0,0,0,0.000575963,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00977742,-0.00783548,-0.00977742,-1.03017
sept-02,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0281756,0.0270536,0,0,0.000536458,0,0.000647314,0,0,0,0,0,0.0015221,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098,-0.00800333,-0.0098,-1.01984
oct-02,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0321154,0.0308738,0,0,0.000671845,0,0.00142517,0,0,0,0,0,0.0030961,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0092129,-0.0075871,-0.0092129,-1.03234
nov-02,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0361572,0.0354964,0,0,0.000757353,0,0.00250728,0,0,0,0,0,0.00591376,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00921667,-0.00767667,-0.00921667,-1.04423
dic-02,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0375875,0.0369121,0,0,0.00108411,0,0.00295444,0,0,0,0,0,0.00634159,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00849032,-0.00718065,-0.00849032,-1.05089
ene-03,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0323794,0.0319401,0,0,0.00155746,0,0.00270252,0,0,0,0,0,0.00596717,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00799355,-0.00684194,-0.00799355,-1.04189
feb-03,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0232236,0.022523,0,0,0.00207934,0,0.00159428,0,0,0,0,0,0.00247058,0,0,0,0,0,0,0,-0.00857192,-0.0135804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008175,-0.007225,-0.008175,-1.01635
mar-03,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0190984,0.0174078,0,0,0.00247361,0,0.00081663,0,0,0,0,0,0.00098598,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00681935,-0.00609677,-0.00681935,-1.01122
abr-03,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0159113,0.0146357,0,0,0.00261918,0,0.000449892,0,0,0,0,0,0.000661749,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107333,-0.0084,-0.0107333,-0.993919
may-03,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0149169,0.0133269,0,0,0.00111465,0,0.000704045,0,0,0,0,0,0.00109492,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103871,-0.00808387,-0.0103871,-0.992474
jun-03,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.015601,0.0141524,0,0,0.00156204,0,0.000251863,0,0,0,0,0,0.000388762,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01057,-0.00828333,-0.01057,-0.99204
jul-03,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0162286,0.0144417,0,0,0.000870345,0,2.44245E-05,0,0,0,0,0,7.22824E-05,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100258,-0.00794839,-0.0100258,-0.993812
ago-03,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.013864,0.0125282,0,0,0.000809268,0,0.000342122,0,0,0,0,0,0.000883403,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00977742,-0.00783548,-0.00977742,-0.991211
sept-03,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0118033,0.0106181,0,0,0.000678462,0,0.000787863,0,0,0,0,0,0.00182,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098,-0.00800333,-0.0098,-0.987612
oct-03,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0124764,0.0112586,0,0,0.000671845,0,0.00142517,0,0,0,0,0,0.0030961,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0092129,-0.0075871,-0.0092129,-0.99309
nov-03,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0134127,0.0127713,0,0,0.000725797,0,0.00249167,0,0,0,0,0,0.00588066,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00921667,-0.00767667,-0.00921667,-0.99868
dic-03,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0119248,0.0112842,0,0,0.00108411,0,0.00295444,0,0,0,0,0,0.00634159,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00849032,-0.00718065,-0.00849032,-0.999602
ene-04,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0103781,0.00989724,0,0,0.00155746,0,0.00270252,0,0,0,0,0,0.00596717,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00799355,-0.00684194,-0.00799355,-0.997848
feb-04,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.0105579,0.00968016,0,0,0.00181177,0,0.00142622,0,0,0,0,0,0.0021457,0,0,0,0,0,0,0,-0.00827634,-0.0131121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0078931,-0.00697586,-0.0078931,-0.991654
mar-04,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.00987459,0.00836279,0,0,0.00233619,0,0.000756179,0,0,0,0,0,0.000857853,0,0,0,0,0,0,0,-0.00774238,-0.0122661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00681935,-0.00609677,-0.00681935,-0.992627
abr-04,0,0,0,0,0,0,0.00714,0.1116,0.1992,0.069734,0.014,0.06,0.121,0.036176,0.02016,0.09268,0.014,0.01578,0.015399,0.116,0.10741,0.000804,0.0091,0.00952518,0.00813557,0,0,0.00230362,0,0.000246878,0,0,0,0,0,0.000231455,0,0,0,0,0,0,0,-0.00800046,-0.012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107333,-0.0084,-0.0107333,-0.980084
