Rio Illapel Nodes and Reaches,  0 \ Headflow,  1 \ CA_Las Bellacas Outflow,  2 \ Reach,  3 \ ZR_Las Bellacas_ANU Runoff,  4 \ Reach,  5 \ CA_Las Juntas Outflow,  6 \ Reach,  7 \ ZR_Las Juntas_ANU Runoff,  8 \ Reach,  9 \ CA_Vega de Cesped Outflow, 10 \ Reach, 11 \ ZR_Vega de Cesped_ANU Runoff, 12 \ Reach, 13 \ CA_Las Salinas Outflow, 14 \ Reach, 15 \ ZR_Las Salinas_ANU Runoff, 16 \ Reach, 17 \ CA_Los Gonzalez Outflow, 18 \ Reach, 19 \ ZR_Los Gonzalez_FRU Runoff, 20 \ Reach, 21 \ CA_El Durazno Outflow, 22 \ Reach, 23 \ Rio Illapel en Las  Burras (gauge), 23 \ ZR_El Durazno_FRU Runoff, 24 \ Reach, 25 \ CA_Los Perales Outflow, 26 \ Reach, 27 \ ZR_Los Perales_FRU Runoff, 28 \ Reach, 29 \ CA_Pichicaven Outflow, 30 \ Reach, 31 \ ZR_Pichicaven_ANU Runoff, 32 \ Reach, 33 \ CA_Calderon Outflow, 34 \ Reach, 35 \ ZR_Calderon_ANU Runoff, 36 \ Reach, 37 \ CA_Mala Ladera Outflow, 38 \ Reach, 39 \ ZR_Mala Ladera_FRU Runoff, 40 \ Reach, 41 \ CA_El Macal Outflow, 42 \ Reach, 43 \ ZR_El Macal_FRU Runoff, 44 \ Reach, 45 \ CA_El Aguita Outflow, 46 \ Reach, 47 \ ZR_El Aguita_FRU Runoff, 48 \ Reach, 49 \ CA_Las Peras Outflow, 50 \ Reach, 51 \ ZR_Las Peras_FRU Runoff, 52 \ Reach, 53 \ CA_Alcantarilla Outflow, 54 \ Reach, 55 \ ZR_Alcantarilla_FRU Runoff, 56 \ Reach, 57 \ CA_Rodado Outflow, 58 \ Reach, 59 \ ZR_Rodado_FRU Runoff, 60 \ Reach, 61 \ CA_El Bajo Outflow, 62 \ Reach, 63 \ ZR_El Bajo_FRU Runoff, 64 \ Reach, 65 \ CA_El Bato o El Cato Outflow, 66 \ Reach, 67 \ ZR_El Bato o El Cato_FRU Runoff, 68 \ Reach, 69 \ CA_Los Sauces Outflow, 70 \ Reach, 71 \ ZR_Los Sauces_FRU Runoff, 72 \ Reach, 73 \ CA_Santa Margot Outflow, 74 \ Reach, 75 \ ZR_Santa Margot_FRU Runoff, 76 \ Reach, 77 \ CA_La Montana Outflow, 78 \ Reach, 79 \ ZR_La Montana_FRU Runoff, 80 \ Reach, 81 \ Embalse El Bato, 82 \ Reach, 83 \ Estero Caren Inflow, 84 \ Reach, 85 \ CA_Turbina Outflow, 86 \ Reach, 87 \ CA_San Jorge Outflow, 88 \ Reach, 89 \ ZR_San Jorge_FRU Runoff, 90 \ Reach, 91 \ CA_Santa Isabel Outflow, 92 \ Reach, 93 \ ZR_Santa Isabel_FRU Runoff, 94 \ Reach, 95 \ CA_El Peumo Outflow, 96 \ Reach, 97 \ ZR_El Peumo_FRU Runoff, 98 \ Reach, 99 \ ZR_Turbina_FRU Runoff,100 \ Reach,101 \ CA_San Javier Outflow,102 \ Reach,103 \ Rio Illapel en Huintil (gauge),103 \ ZR_San Javier_FRU Runoff,104 \ Reach,105 \ CA_Camarote Outflow,106 \ Reach,107 \ ZR_Camarote_FRU Runoff,108 \ Reach,109 \ CA_Escorial Outflow,110 \ Reach,111 \ CA_Plantacion Outflow,112 \ Reach,113 \ ZR_Plantacion_FRU Runoff,114 \ Reach,115 \ CA_Santa Olga Outflow,116 \ Reach,117 \ ZR_Santa Olga_FRU Runoff,118 \ Reach,119 \ ZR_Santa Olga_ANU Runoff,120 \ Reach,121 \ ZR_Escorial_FRU Runoff,122 \ Reach,123 \ ZR_Pelados_FRU Runoff,124 \ Reach,125 \ CA_San Isidro Outflow,126 \ Reach,127 \ ZR_San Isidro_FRU Runoff,128 \ Reach,129 \ CA_El Silo Outflow,130 \ Reach,131 \ ZR_El Silo_FRU Runoff,132 \ Reach,133 \ CA_Higuera Outflow,134 \ Reach,135 \ ZR_Higuera_FRU Runoff,136 \ Reach,137 \ CA_San Patricio Outflow,138 \ Reach,139 \ ZR_San Patricio_FRU Runoff,140 \ Reach,141 \ CA_Molino Carcamo Outflow,142 \ Reach,143 \ CL_1 Inflow,144 \ Reach,145 \ CA_Potrero Nuevo Outflow,146 \ Reach,147 \ ZR_Potrero Nuevo_FRU Runoff,148 \ Reach,149 \ Agua Potable_AC 5 Return,150 \ Reach,151 \ CA_Hospital Outflow,152 \ Reach,153 \ ZR_Molino Carcamo_ANU Runoff,154 \ Reach,155 \ CA_Poblacion Los Guindos Outflow,156 \ Reach,157 \ ZR_Hospital_ANU Runoff,158 \ Reach,159 \ ZR_Cocinera_ANU Runoff,160 \ Reach,161 \ CA_Bellavista Alto Outflow,162 \ Reach,163 \ ZR_Poblacion Los Guindos_FRU Runoff,164 \ Reach,165 \ CL_2 Inflow,166 \ Reach,167 \ CA_Cuz Cuz Outflow,168 \ Reach,169 \ ZR_Bellavista Alto_FRU Runoff,170 \ Reach,171 \ Agua Potable_AC 6 Return,172 \ Reach,173 \ CA_Zepedino Outflow,174 \ Reach,175 \ ZR_Zepedino_FRU Runoff,176 \ Reach,177 \ CA_Del Medio o Bellavista Bajo Outflow,178 \ Reach,179 \ ZR_Bellavista Bajo_FRU Runoff,180 \ Reach,181 \ CA_Molino El Peral Outflow,182 \ Reach,183 \ CA_Inquilino o Del Bajo Outflow,184 \ Reach,185 \ ZR_Molino El Peral_FRU Runoff,186 \ Reach,187 \ CA_Las Juntas_El Maiten Outflow,188 \ Reach,189 \ ZR_El Maiten_FRU Runoff,190 \ Reach,191 \ ZR_Inquilino_FRU Runoff,192 \ Reach,193 \ Rio Illapel en el Peral (gauge),193 \ ZR_Cuz Cuz_ANU Runoff,194 \ Reach
feb-18,1.0506,1.038,1.038,1.0386,1.0386,1.0386,1.0386,1.0386,1.0386,1.0386,1.0386,1.0386,1.0386,1.034,1.034,1.03431,1.03431,1.03431,1.03431,1.03431,1.03431,1.03431,1.03431,1.02,1.03431,1.03431,1.0316,1.0316,1.0318,1.0318,1.0318,1.0318,1.0318,1.0318,1.0318,1.0318,1.0318,1.0318,1.01711,1.01711,1.01851,1.01851,1.01514,1.01514,1.01544,1.01544,1.0149,1.0149,1.01495,1.01495,1.01495,1.01495,1.01495,1.01495,1.01233,1.01233,1.01265,1.01265,1.00868,1.00868,1.00878,1.00878,1.00878,1.00878,1.00878,1.00878,1.00878,1.00878,1.00878,1.00878,1.00878,1.00878,1.00878,1.00878,1.00068,1.00068,1.00088,1.00088,0.999417,0.999417,0.999544,0.999544,0.80233,0.80233,1.08063,1.08063,1.0155,1.0155,1.01148,1.01148,1.01175,1.01175,0.962906,0.962906,0.964498,0.964498,0.964498,0.964498,0.964498,0.964498,0.966342,0.966342,0.966342,0.966342,1.83,0.966342,0.966342,0.964418,0.964418,0.964473,0.964473,0.845013,0.845013,0.823099,0.823099,0.823662,0.823662,0.795608,0.795608,0.795608,0.795608,0.798283,0.798283,0.800131,0.800131,0.800977,0.800977,0.788166,0.788166,0.788803,0.788803,0.759398,0.759398,0.760719,0.760719,0.728244,0.728244,0.729469,0.729469,0.7276,0.7276,0.727692,0.727692,0.574132,0.574132,0.574132,0.574132,0.512743,0.512743,0.513869,0.513869,0.529622,0.529622,0.446983,0.446983,0.45629,0.45629,0.453167,0.453167,0.459525,0.459525,0.464411,0.464411,0.379504,0.379504,0.379713,0.379713,0.379713,0.379713,0.120144,0.120144,0.121271,0.121271,0.138226,0.138226,0.123703,0.123703,0.125117,0.125117,0.0950257,0.0950257,0.0961434,0.0961434,0.0549367,0.0549367,0.0047584,0.0047584,0.00550937,0.00550937,0,0,0,0,0.00229363,0.00229363,0.19,0.00710831,0.00710831
mar-18,0.896098,0.886258,0.886258,0.886724,0.886724,0.886724,0.886724,0.886742,0.886742,0.886742,0.886742,0.886742,0.886742,0.883195,0.883195,0.883439,0.883439,0.883439,0.883439,0.883439,0.883439,0.883439,0.883439,0.87,0.883439,0.883439,0.881804,0.881804,0.881923,0.881923,0.881923,0.881923,0.881923,0.881923,0.881923,0.881923,0.881923,0.881923,0.870291,0.870291,0.871402,0.871402,0.869373,0.869373,0.869555,0.869555,0.869236,0.869236,0.869264,0.869264,0.869264,0.869264,0.869264,0.869264,0.867687,0.867687,0.867878,0.867878,0.86485,0.86485,0.864922,0.864922,0.864922,0.864922,0.864922,0.864922,0.864922,0.864922,0.864922,0.864922,0.864922,0.864922,0.864922,0.864922,0.858662,0.858662,0.85881,0.85881,0.857534,0.857534,0.857645,0.857645,0.594408,0.594408,0.832007,0.832007,0.781871,0.781871,0.778688,0.778688,0.778902,0.778902,0.74119,0.74119,0.74242,0.74242,0.74242,0.74242,0.74242,0.74242,0.743839,0.743839,0.743839,0.743839,1.62,0.743839,0.743839,0.742391,0.742391,0.742432,0.742432,0.622972,0.622972,0.606855,0.606855,0.607269,0.607269,0.585276,0.585276,0.585276,0.585276,0.587373,0.587373,0.588815,0.588815,0.589472,0.589472,0.579889,0.579889,0.580365,0.580365,0.558588,0.558588,0.559567,0.559567,0.535006,0.535006,0.535932,0.535932,0.534555,0.534555,0.534623,0.534623,0.417756,0.417756,0.417756,0.417756,0.372819,0.372819,0.373643,0.373643,0.387872,0.387872,0.324704,0.324704,0.331787,0.331787,0.329322,0.329322,0.334183,0.334183,0.33788,0.33788,0.277396,0.277396,0.277561,0.277561,0.277561,0.277561,0.0893672,0.0893672,0.0901705,0.0901705,0.105485,0.105485,0.0946716,0.0946716,0.0957243,0.0957243,0.0724193,0.0724193,0.073285,0.073285,0.0423297,0.0423297,0.00441206,0.00441206,0.00497621,0.00497621,0,0,0,0,0.00173319,0.00173319,0.43,0.0052241,0.0052241
abr-18,0.8961,0.89044,0.89044,0.890708,0.890708,0.890708,0.890708,0.890757,0.890757,0.890757,0.890757,0.890757,0.890757,0.888679,0.888679,0.888822,0.888822,0.888822,0.888822,0.888822,0.888822,0.888822,0.888822,0.87,0.888822,0.888822,0.887756,0.887756,0.887834,0.887834,0.887834,0.887834,0.887834,0.887834,0.887834,0.887834,0.887834,0.887834,0.880857,0.880857,0.881524,0.881524,0.880201,0.880201,0.880319,0.880319,0.880111,0.880111,0.880129,0.880129,0.880129,0.880129,0.880129,0.880129,0.879101,0.879101,0.879226,0.879226,0.877491,0.877491,0.877532,0.877532,0.877532,0.877532,0.877532,0.877532,0.877532,0.877532,0.877532,0.877532,0.877532,0.877532,0.877532,0.877532,0.87404,0.87404,0.874123,0.874123,0.873291,0.873291,0.873363,0.873363,0.307732,0.307732,0.545332,0.545332,0.515627,0.515627,0.51363,0.51363,0.513764,0.513764,0.491539,0.491539,0.492264,0.492264,0.492264,0.492264,0.492264,0.492264,0.493105,0.493105,0.493105,0.493105,1.26,0.493105,0.493105,0.492289,0.492289,0.492313,0.492313,0.372853,0.372853,0.363737,0.363737,0.363971,0.363971,0.350433,0.350433,0.350433,0.350433,0.351724,0.351724,0.35262,0.35262,0.352998,0.352998,0.347587,0.347587,0.347856,0.347856,0.335151,0.335151,0.335722,0.335722,0.32099,0.32099,0.321546,0.321546,0.320791,0.320791,0.320829,0.320829,0.251045,0.251045,0.251045,0.251045,0.225011,0.225011,0.225489,0.225489,0.240192,0.240192,0.20204,0.20204,0.206269,0.206269,0.204683,0.204683,0.207618,0.207618,0.210003,0.210003,0.172356,0.172356,0.172463,0.172463,0.172463,0.172463,0.0492286,0.0492286,0.0497286,0.0497286,0.0655531,0.0655531,0.0586445,0.0586445,0.0593171,0.0593171,0.0447048,0.0447048,0.0452476,0.0452476,0.0262152,0.0262152,0.00479657,0.00479657,0.00514342,0.00514342,0,0,0,0,0.000979045,0.000979045,0.64,0.00326487,0.00326487
may-18,0.875497,0.874647,0.874647,0.874688,0.874688,0.874688,0.874688,0.874776,0.874776,0.874776,0.874776,0.874776,0.874776,0.873892,0.873892,0.873953,0.873953,0.873953,0.873953,0.873953,0.873953,0.873953,0.873953,0.85,0.873953,0.873953,0.873348,0.873348,0.873391,0.873391,0.873391,0.873391,0.873391,0.873391,0.873391,0.873391,0.873391,0.873391,0.870912,0.870912,0.871149,0.871149,0.870398,0.870398,0.870465,0.870465,0.870347,0.870347,0.870357,0.870357,0.870357,0.870357,0.870357,0.870357,0.869773,0.869773,0.869844,0.869844,0.869667,0.869667,0.869671,0.869671,0.869671,0.869671,0.869671,0.869671,0.869671,0.869671,0.869671,0.869671,0.869671,0.869671,0.869671,0.869671,0.869306,0.869306,0.869314,0.869314,0.868842,0.868842,0.868883,0.868883,0.0330503,0.0330503,0.26515,0.26515,0.256568,0.256568,0.255761,0.255761,0.255815,0.255815,0.250105,0.250105,0.250291,0.250291,0.250291,0.250291,0.250291,0.250291,0.250534,0.250534,0.250534,0.250534,1.21,0.250534,0.250534,0.250443,0.250443,0.250445,0.250445,0.130985,0.130985,0.128689,0.128689,0.128748,0.128748,0.123679,0.123679,0.123679,0.123679,0.124162,0.124162,0.124529,0.124529,0.12459,0.12459,0.123189,0.123189,0.123259,0.123259,0.119997,0.119997,0.120144,0.120144,0.115945,0.115945,0.116104,0.116104,0.115965,0.115965,0.115972,0.115972,0.0938741,0.0938741,0.110714,0.110714,0.0505054,0.0505054,0.0507147,0.0507147,0.0649434,0.0649434,0.0507999,0.0507999,0.0521392,0.0521392,0.0514063,0.0514063,0.0524946,0.0524946,0.0534601,0.0534601,0.0371691,0.0371691,0.0372182,0.0372182,0.0681782,0.0681782,0.00695674,0.00695674,0.0071731,0.0071731,0.0224871,0.0224871,0.019185,0.019185,0.0195065,0.0195065,0.0140682,0.0140682,0.0142702,0.0142702,0.00616142,0.00616142,0.00312283,0.00312283,0.00327061,0.00327061,0,0,0,0,0.000138892,0.000138892,0.77,0.00127446,0.00127446
jun-18,1.0815,1.0815,1.0815,1.0817,1.0817,1.0817,1.0817,1.08178,1.08178,1.08178,1.08178,1.08178,1.08178,1.08178,1.08178,1.08181,1.08181,1.08181,1.08181,1.08181,1.08181,1.08181,1.08181,1.05,1.08181,1.08181,1.08176,1.08176,1.08177,1.08177,1.08177,1.08177,1.08177,1.08177,1.08177,1.08177,1.08177,1.08177,1.08177,1.08177,1.0819,1.0819,1.08183,1.08183,1.08184,1.08184,1.08182,1.08182,1.08182,1.08182,1.08182,1.08182,1.08182,1.08182,1.08177,1.08177,1.08178,1.08178,1.08178,1.08178,1.08183,1.08183,1.08183,1.08183,1.08183,1.08183,1.08183,1.08183,1.08184,1.08184,1.08184,1.08184,1.08184,1.08184,1.08184,1.08184,1.08193,1.08193,1.08187,1.08187,1.08188,1.08188,0.457837,0.457837,0.743837,0.743837,0.460747,0.460747,0.460747,0.460747,0.460769,0.460769,0.364609,0.364609,0.364875,0.364875,0.364875,0.364875,0.364875,0.364875,0.365281,0.365281,0.365281,0.365281,1.18,0.365281,0.365281,0.365281,0.365281,0.365312,0.365312,0.245852,0.245852,0.203542,0.203542,0.203714,0.203714,0.203714,0.203714,0.203714,0.203714,0.204006,0.204006,0.20429,0.20429,0.204591,0.204591,0.204591,0.204591,0.204908,0.204908,0.204908,0.204908,0.205278,0.205278,0.205278,0.205278,0.205607,0.205607,0.205607,0.205607,0.20568,0.20568,0.20568,0.20568,0.323,0.323,0.18688,0.18688,0.187072,0.187072,0.201775,0.201775,0.201775,0.201775,0.203961,0.203961,0.190727,0.190727,0.191514,0.191514,0.194,0.194,0,0,3.26451E-06,3.26451E-06,0.84108,0.84108,0.49108,0.49108,0.491838,0.491838,0.507662,0.507662,0.489662,0.489662,0.489831,0.489831,0.423831,0.423831,0.424225,0.424225,0.262225,0.262225,0.143225,0.143225,0.14341,0.14341,0.13591,0.13591,0.13591,0.13591,0.137231,0.137231,0.94,0.138861,0.138861
jul-18,1.0094,1.0094,1.0094,1.00945,1.00945,1.00945,1.00945,1.00953,1.00953,1.00953,1.00953,1.00953,1.00953,1.00953,1.00953,1.00954,1.00954,1.00954,1.00954,1.00954,1.00954,1.00954,1.00954,0.98,1.00954,1.00954,1.00876,1.00876,1.00882,1.00882,1.00882,1.00882,1.00882,1.00882,1.00882,1.00882,1.00882,1.00882,1.00882,1.00882,1.00883,1.00883,1.00787,1.00787,1.00795,1.00795,1.00781,1.00781,1.00783,1.00783,1.00783,1.00783,1.00783,1.00783,1.00707,1.00707,1.00717,1.00717,1.00717,1.00717,1.00719,1.00719,1.00719,1.00719,1.00719,1.00719,1.00719,1.00719,1.0072,1.0072,1.0072,1.0072,1.0072,1.0072,1.0072,1.0072,1.00726,1.00726,1.0067,1.0067,1.00675,1.00675,0.302995,0.302995,0.570295,0.570295,0.570295,0.570295,0.570295,0.570295,0.570299,0.570299,0.570299,0.570299,0.57046,0.57046,0.57046,0.57046,0.57046,0.57046,0.570695,0.570695,0.570695,0.570695,0.79,0.570695,0.570695,0.570695,0.570695,0.570721,0.570721,0.451261,0.451261,0.435258,0.435258,0.435401,0.435401,0.435401,0.435401,0.435401,0.435401,0.4356,0.4356,0.435785,0.435785,0.436017,0.436017,0.436017,0.436017,0.436256,0.436256,0.436256,0.436256,0.436555,0.436555,0.436555,0.436555,0.436814,0.436814,0.436814,0.436814,0.436874,0.436874,0.436874,0.436874,0.489234,0.489234,0.353114,0.353114,0.353307,0.353307,0.367535,0.367535,0.367535,0.367535,0.369667,0.369667,0.369667,0.369667,0.370477,0.370477,0.372141,0.372141,0.178141,0.178141,0.178145,0.178145,0.495485,0.495485,0.145485,0.145485,0.146192,0.146192,0.161506,0.161506,0.161506,0.161506,0.16165,0.16165,0.16165,0.16165,0.162,0.162,0,0,0,0,0.000155633,0.000155633,0,0,0,0,0.00123282,0.00123282,0.78,0.00240895,0.00240895
ago-18,0.854898,0.852558,0.852558,0.852669,0.852669,0.852669,0.852669,0.85274,0.85274,0.85274,0.85274,0.85274,0.85274,0.851938,0.851938,0.851993,0.851993,0.851993,0.851993,0.851993,0.851993,0.851993,0.851993,0.83,0.851993,0.851993,0.85025,0.85025,0.850376,0.850376,0.850376,0.850376,0.850376,0.850376,0.850376,0.850376,0.850376,0.850376,0.847387,0.847387,0.847673,0.847673,0.845509,0.845509,0.845703,0.845703,0.845362,0.845362,0.845392,0.845392,0.845392,0.845392,0.845392,0.845392,0.843709,0.843709,0.843913,0.843913,0.843199,0.843199,0.843216,0.843216,0.843216,0.843216,0.843216,0.843216,0.843216,0.843216,0.843216,0.843216,0.843216,0.843216,0.843216,0.843216,0.84174,0.84174,0.841775,0.841775,0.840413,0.840413,0.840532,0.840532,0,0,0.2266,0.2266,0.213818,0.213818,0.212897,0.212897,0.212959,0.212959,0.203424,0.203424,0.203735,0.203735,0.203735,0.203735,0.203735,0.203735,0.204097,0.204097,0.204097,0.204097,0.83,0.204097,0.204097,0.203764,0.203764,0.203773,0.203773,0.0843133,0.0843133,0.0808237,0.0808237,0.0809133,0.0809133,0.0751032,0.0751032,0.0751032,0.0751032,0.0756572,0.0756572,0.0760707,0.0760707,0.0762241,0.0762241,0.0742331,0.0742331,0.0743322,0.0743322,0.0691938,0.0691938,0.0694248,0.0694248,0.0633169,0.0633169,0.0635472,0.0635472,0.0632985,0.0632985,0.0633108,0.0633108,0.0325786,0.0325786,0.0583785,0.0583785,0.0177691,0.0177691,0.0179449,0.0179449,0.0321736,0.0321736,0.015157,0.015157,0.0170195,0.0170195,0.0162776,0.0162776,0.0175869,0.0175869,0.0188418,0.0188418,0,0,4.97311E-05,4.97311E-05,0.103249,0.103249,0.0289667,0.0289667,0.029217,0.029217,0.044531,0.044531,0.0407484,0.0407484,0.0411166,0.0411166,0.0342567,0.0342567,0.0345115,0.0345115,0.0107403,0.0107403,0.00222915,0.00222915,0.00239813,0.00239813,0,0,0,0,0.000389038,0.000389038,0.46,0.00176687,0.00176687
sept-18,0.875498,0.872043,0.872043,0.872206,0.872206,0.872206,0.872206,0.872292,0.872292,0.872292,0.872292,0.872292,0.872292,0.870817,0.870817,0.870918,0.870918,0.870918,0.870918,0.870918,0.870918,0.870918,0.870918,0.85,0.870918,0.870918,0.86843,0.86843,0.868611,0.868611,0.868611,0.868611,0.868611,0.868611,0.868611,0.868611,0.868611,0.868611,0.863622,0.863622,0.864098,0.864098,0.861011,0.861011,0.861287,0.861287,0.860801,0.860801,0.860844,0.860844,0.860844,0.860844,0.860844,0.860844,0.858443,0.858443,0.858734,0.858734,0.857756,0.857756,0.857779,0.857779,0.857779,0.857779,0.857779,0.857779,0.857779,0.857779,0.857779,0.857779,0.857779,0.857779,0.857779,0.857779,0.855758,0.855758,0.855806,0.855806,0.854346,0.854346,0.854474,0.854474,0.112043,0.112043,0.344143,0.344143,0.325548,0.325548,0.323953,0.323953,0.32406,0.32406,0.309289,0.309289,0.309771,0.309771,0.309771,0.309771,0.309771,0.309771,0.310297,0.310297,0.310297,0.310297,0.93,0.310297,0.310297,0.309851,0.309851,0.309864,0.309864,0.190404,0.190404,0.184875,0.184875,0.185017,0.185017,0.175258,0.175258,0.175258,0.175258,0.176188,0.176188,0.176755,0.176755,0.176981,0.176981,0.173981,0.173981,0.17413,0.17413,0.165921,0.165921,0.16629,0.16629,0.157062,0.157062,0.15741,0.15741,0.15704,0.15704,0.157058,0.157058,0.11195,0.11195,0.13055,0.13055,0.116243,0.116243,0.116505,0.116505,0.131208,0.131208,0.103314,0.103314,0.106048,0.106048,0.104769,0.104769,0.106916,0.106916,0.108503,0.108503,0.0848175,0.0848175,0.0849032,0.0849032,0.130053,0.130053,0.029515,0.029515,0.0298296,0.0298296,0.0456541,0.0456541,0.0392404,0.0392404,0.0398648,0.0398648,0.031035,0.031035,0.031363,0.031363,0.0170665,0.0170665,0.00488288,0.00488288,0.00514342,0.00514342,0,0,0,0,0.000556929,0.000556929,0.36,0.00242176,0.00242176
oct-18,1.0197,1.01425,1.01425,1.01451,1.01451,1.01451,1.01451,1.0146,1.0146,1.0146,1.0146,1.0146,1.0146,1.01181,1.01181,1.012,1.012,1.012,1.012,1.012,1.012,1.012,1.012,0.99,1.012,1.012,1.00899,1.00899,1.00921,1.00921,1.00921,1.00921,1.00921,1.00921,1.00921,1.00921,1.00921,1.00921,1.00072,1.00072,1.00153,1.00153,0.997792,0.997792,0.998126,0.998126,0.997534,0.997534,0.997586,0.997586,0.997586,0.997586,0.997586,0.997586,0.994681,0.994681,0.995033,0.995033,0.993453,0.993453,0.99349,0.99349,0.99349,0.99349,0.99349,0.99349,0.99349,0.99349,0.99349,0.99349,0.99349,0.99349,0.99349,0.99349,0.990222,0.990222,0.9903,0.9903,0.98884,0.98884,0.988968,0.988968,0.387507,0.387507,0.657006,0.657006,0.624343,0.624343,0.621748,0.621748,0.621922,0.621922,0.596653,0.596653,0.597477,0.597477,0.597477,0.597477,0.597477,0.597477,0.598402,0.598402,0.598402,0.598402,1,0.598402,0.598402,0.597638,0.597638,0.59766,0.59766,0.4782,0.4782,0.467515,0.467515,0.467789,0.467789,0.450703,0.450703,0.450703,0.450703,0.452333,0.452333,0.453303,0.453303,0.453686,0.453686,0.44744,0.44744,0.447751,0.447751,0.432662,0.432662,0.43334,0.43334,0.416618,0.416618,0.417249,0.417249,0.416439,0.416439,0.416479,0.416479,0.336101,0.336101,0.336101,0.336101,0.303982,0.303982,0.304571,0.304571,0.3188,0.3188,0.269801,0.269801,0.274673,0.274673,0.272546,0.272546,0.276316,0.276316,0.279001,0.279001,0.23473,0.23473,0.234873,0.234873,0.234873,0.234873,0.0618006,0.0618006,0.0623886,0.0623886,0.0777026,0.0777026,0.0664475,0.0664475,0.0675432,0.0675432,0.0520154,0.0520154,0.0525921,0.0525921,0.0266928,0.0266928,0.0045042,0.0045042,0.00497621,0.00497621,0,0,0,0,0.00101424,0.00101424,0.23,0.00422461,0.00422461
nov-18,0.823997,0.813056,0.813056,0.813574,0.813574,0.813574,0.813574,0.813614,0.813614,0.813614,0.813614,0.813614,0.813614,0.809265,0.809265,0.809564,0.809564,0.809564,0.809564,0.809564,0.809564,0.809564,0.809564,0.8,0.809564,0.809564,0.806187,0.806187,0.806432,0.806432,0.806432,0.806432,0.806432,0.806432,0.806432,0.806432,0.806432,0.806432,0.79274,0.79274,0.794047,0.794047,0.789758,0.789758,0.790142,0.790142,0.789462,0.789462,0.789522,0.789522,0.789522,0.789522,0.789522,0.789522,0.786186,0.786186,0.78659,0.78659,0.783256,0.783256,0.783335,0.783335,0.783335,0.783335,0.783335,0.783335,0.783335,0.783335,0.783335,0.783335,0.783335,0.783335,0.783335,0.783335,0.776534,0.776534,0.776695,0.776695,0.77525,0.77525,0.775376,0.775376,0.79414,0.79414,1.01194,1.01194,0.95538,0.95538,0.951575,0.951575,0.95183,0.95183,0.908131,0.908131,0.909556,0.909556,0.909556,0.909556,0.909556,0.909556,0.911157,0.911157,0.911157,0.911157,1.19,0.911157,0.911157,0.909559,0.909559,0.909605,0.909605,0.791281,0.791281,0.771838,0.771838,0.772337,0.772337,0.745989,0.745989,0.745989,0.745989,0.748501,0.748501,0.750045,0.750045,0.750782,0.750782,0.739351,0.739351,0.73992,0.73992,0.713645,0.713645,0.714826,0.714826,0.686231,0.686231,0.687309,0.687309,0.685694,0.685694,0.685774,0.685774,0.549913,0.549913,0.549913,0.549913,0.495589,0.495589,0.496586,0.496586,0.511289,0.511289,0.43357,0.43357,0.441804,0.441804,0.438831,0.438831,0.444812,0.444812,0.448819,0.448819,0.378316,0.378316,0.378515,0.378515,0.378515,0.378515,0.109471,0.109471,0.110407,0.110407,0.126231,0.126231,0.109655,0.109655,0.111269,0.111269,0.0868811,0.0868811,0.087787,0.087787,0.0471549,0.0471549,0.00440243,0.00440243,0.00514293,0.00514293,0,0,0,0,0.00195419,0.00195419,0.24,0.00694461,0.00694461
dic-18,0.638598,0.624261,0.624261,0.624939,0.624939,0.624939,0.624939,0.624942,0.624942,0.624942,0.624942,0.624942,0.624942,0.619636,0.619636,0.620001,0.620001,0.620001,0.620001,0.620001,0.620001,0.620001,0.620001,0.62,0.620001,0.620001,0.617005,0.617005,0.617222,0.617222,0.617222,0.617222,0.617222,0.617222,0.617222,0.617222,0.617222,0.617222,0.600579,0.600579,0.602169,0.602169,0.597752,0.597752,0.598147,0.598147,0.597448,0.597448,0.597509,0.597509,0.597509,0.597509,0.597509,0.597509,0.594075,0.594075,0.594491,0.594491,0.590115,0.590115,0.590219,0.590219,0.590219,0.590219,0.590219,0.590219,0.590219,0.590219,0.590219,0.590219,0.590219,0.590219,0.590219,0.590219,0.581282,0.581282,0.581494,0.581494,0.580211,0.580211,0.580323,0.580323,1.01107,1.01107,1.18047,1.18047,1.10933,1.10933,1.10483,1.10483,1.10513,1.10513,1.05056,1.05056,1.05234,1.05234,1.05234,1.05234,1.05234,1.05234,1.05436,1.05436,1.05436,1.05436,1.43,1.05436,1.05436,1.05225,1.05225,1.05231,1.05231,0.947332,0.947332,0.922935,0.922935,0.923561,0.923561,0.895096,0.895096,0.895096,0.895096,0.89811,0.89811,0.899999,0.899999,0.900933,0.900933,0.886477,0.886477,0.887196,0.887196,0.854308,0.854308,0.855786,0.855786,0.820219,0.820219,0.82156,0.82156,0.81944,0.81944,0.819544,0.819544,0.650227,0.650227,0.650227,0.650227,0.58191,0.58191,0.583164,0.583164,0.597392,0.597392,0.510339,0.510339,0.520601,0.520601,0.517128,0.517128,0.524312,0.524312,0.529218,0.529218,0.441659,0.441659,0.441891,0.441891,0.441891,0.441891,0.134317,0.134317,0.13548,0.13548,0.150794,0.150794,0.134975,0.134975,0.136847,0.136847,0.106638,0.106638,0.10776,0.10776,0.0593136,0.0593136,0.00409408,0.00409408,0.00497703,0.00497703,0,0,0,0,0.00252415,0.00252415,0.21,0.00843727,0.00843727
