Rio Illapel Nodes and Reaches,  0 \ Headflow,  1 \ CA_Las Bellacas Outflow,  2 \ Reach,  3 \ ZR_Las Bellacas_ANU Runoff,  4 \ Reach,  5 \ CA_Las Juntas Outflow,  6 \ Reach,  7 \ ZR_Las Juntas_ANU Runoff,  8 \ Reach,  9 \ CA_Vega de Cesped Outflow, 10 \ Reach, 11 \ ZR_Vega de Cesped_ANU Runoff, 12 \ Reach, 13 \ CA_Las Salinas Outflow, 14 \ Reach, 15 \ ZR_Las Salinas_ANU Runoff, 16 \ Reach, 17 \ CA_Los Gonzalez Outflow, 18 \ Reach, 19 \ ZR_Los Gonzalez_FRU Runoff, 20 \ Reach, 21 \ CA_El Durazno Outflow, 22 \ Reach, 23 \ Rio Illapel en Las  Burras (gauge), 23 \ ZR_El Durazno_FRU Runoff, 24 \ Reach, 25 \ CA_Los Perales Outflow, 26 \ Reach, 27 \ ZR_Los Perales_FRU Runoff, 28 \ Reach, 29 \ CA_Pichicaven Outflow, 30 \ Reach, 31 \ ZR_Pichicaven_ANU Runoff, 32 \ Reach, 33 \ CA_Calderon Outflow, 34 \ Reach, 35 \ ZR_Calderon_ANU Runoff, 36 \ Reach, 37 \ CA_Mala Ladera Outflow, 38 \ Reach, 39 \ ZR_Mala Ladera_FRU Runoff, 40 \ Reach, 41 \ CA_El Macal Outflow, 42 \ Reach, 43 \ ZR_El Macal_FRU Runoff, 44 \ Reach, 45 \ CA_El Aguita Outflow, 46 \ Reach, 47 \ ZR_El Aguita_FRU Runoff, 48 \ Reach, 49 \ CA_Las Peras Outflow, 50 \ Reach, 51 \ ZR_Las Peras_FRU Runoff, 52 \ Reach, 53 \ CA_Alcantarilla Outflow, 54 \ Reach, 55 \ ZR_Alcantarilla_FRU Runoff, 56 \ Reach, 57 \ CA_Rodado Outflow, 58 \ Reach, 59 \ ZR_Rodado_FRU Runoff, 60 \ Reach, 61 \ CA_El Bajo Outflow, 62 \ Reach, 63 \ ZR_El Bajo_FRU Runoff, 64 \ Reach, 65 \ CA_El Bato o El Cato Outflow, 66 \ Reach, 67 \ ZR_El Bato o El Cato_FRU Runoff, 68 \ Reach, 69 \ CA_Los Sauces Outflow, 70 \ Reach, 71 \ ZR_Los Sauces_FRU Runoff, 72 \ Reach, 73 \ CA_Santa Margot Outflow, 74 \ Reach, 75 \ ZR_Santa Margot_FRU Runoff, 76 \ Reach, 77 \ CA_La Montana Outflow, 78 \ Reach, 79 \ ZR_La Montana_FRU Runoff, 80 \ Reach, 81 \ Embalse El Bato, 82 \ Reach, 83 \ Estero Caren Inflow, 84 \ Reach, 85 \ CA_Turbina Outflow, 86 \ Reach, 87 \ CA_San Jorge Outflow, 88 \ Reach, 89 \ ZR_San Jorge_FRU Runoff, 90 \ Reach, 91 \ CA_Santa Isabel Outflow, 92 \ Reach, 93 \ ZR_Santa Isabel_FRU Runoff, 94 \ Reach, 95 \ CA_El Peumo Outflow, 96 \ Reach, 97 \ ZR_El Peumo_FRU Runoff, 98 \ Reach, 99 \ ZR_Turbina_FRU Runoff,100 \ Reach,101 \ CA_San Javier Outflow,102 \ Reach,103 \ Rio Illapel en Huintil (gauge),103 \ ZR_San Javier_FRU Runoff,104 \ Reach,105 \ CA_Camarote Outflow,106 \ Reach,107 \ ZR_Camarote_FRU Runoff,108 \ Reach,109 \ CA_Escorial Outflow,110 \ Reach,111 \ CA_Plantacion Outflow,112 \ Reach,113 \ ZR_Plantacion_FRU Runoff,114 \ Reach,115 \ CA_Santa Olga Outflow,116 \ Reach,117 \ ZR_Santa Olga_FRU Runoff,118 \ Reach,119 \ ZR_Santa Olga_ANU Runoff,120 \ Reach,121 \ ZR_Escorial_FRU Runoff,122 \ Reach,123 \ ZR_Pelados_FRU Runoff,124 \ Reach,125 \ CA_San Isidro Outflow,126 \ Reach,127 \ ZR_San Isidro_FRU Runoff,128 \ Reach,129 \ CA_El Silo Outflow,130 \ Reach,131 \ ZR_El Silo_FRU Runoff,132 \ Reach,133 \ CA_Higuera Outflow,134 \ Reach,135 \ ZR_Higuera_FRU Runoff,136 \ Reach,137 \ CA_San Patricio Outflow,138 \ Reach,139 \ ZR_San Patricio_FRU Runoff,140 \ Reach,141 \ CA_Molino Carcamo Outflow,142 \ Reach,143 \ CL_1 Inflow,144 \ Reach,145 \ CA_Potrero Nuevo Outflow,146 \ Reach,147 \ ZR_Potrero Nuevo_FRU Runoff,148 \ Reach,149 \ Agua Potable_AC 5 Return,150 \ Reach,151 \ CA_Hospital Outflow,152 \ Reach,153 \ ZR_Molino Carcamo_ANU Runoff,154 \ Reach,155 \ CA_Poblacion Los Guindos Outflow,156 \ Reach,157 \ ZR_Hospital_ANU Runoff,158 \ Reach,159 \ ZR_Cocinera_ANU Runoff,160 \ Reach,161 \ CA_Bellavista Alto Outflow,162 \ Reach,163 \ ZR_Poblacion Los Guindos_FRU Runoff,164 \ Reach,165 \ CL_2 Inflow,166 \ Reach,167 \ CA_Cuz Cuz Outflow,168 \ Reach,169 \ ZR_Bellavista Alto_FRU Runoff,170 \ Reach,171 \ Agua Potable_AC 6 Return,172 \ Reach,173 \ CA_Zepedino Outflow,174 \ Reach,175 \ ZR_Zepedino_FRU Runoff,176 \ Reach,177 \ CA_Del Medio o Bellavista Bajo Outflow,178 \ Reach,179 \ ZR_Bellavista Bajo_FRU Runoff,180 \ Reach,181 \ CA_Molino El Peral Outflow,182 \ Reach,183 \ CA_Inquilino o Del Bajo Outflow,184 \ Reach,185 \ ZR_Molino El Peral_FRU Runoff,186 \ Reach,187 \ CA_Las Juntas_El Maiten Outflow,188 \ Reach,189 \ ZR_El Maiten_FRU Runoff,190 \ Reach,191 \ ZR_Inquilino_FRU Runoff,192 \ Reach,193 \ Rio Illapel en el Peral (gauge),193 \ ZR_Cuz Cuz_ANU Runoff,194 \ Reach
feb-90,1.21334,1.14854,1.14854,1.14903,1.14903,1.1426,1.1426,1.14265,1.14265,1.14147,1.14147,1.14151,1.14151,1.12449,1.12449,1.12461,1.12461,1.12342,1.12342,1.12342,1.12342,1.12222,1.12222,1.178,1.12222,1.12222,1.12083,1.12083,1.12093,1.12093,1.12017,1.12017,1.12019,1.12019,1.11572,1.11572,1.11572,1.11572,1.06893,1.06893,1.06971,1.06971,1.06762,1.06762,1.06781,1.06781,1.06484,1.06484,1.06488,1.06488,1.06488,1.06488,1.06488,1.06488,1.0628,1.0628,1.06305,1.06305,1.05823,1.05823,1.05833,1.05833,1.05595,1.05595,1.05595,1.05595,1.05595,1.05595,1.05595,1.05595,1.05298,1.05298,1.05301,1.05301,1.03708,1.03708,1.03763,1.03763,1.03704,1.03704,1.03709,1.03709,1.03709,1.03709,1.17309,1.17309,1.05756,1.05756,1.05358,1.05358,1.05397,1.05397,1.01472,1.01472,1.01547,1.01547,1.01427,1.01427,1.01427,1.01427,1.01602,1.01602,1.01424,1.01424,1.037,1.01424,1.01424,1.00881,1.00881,1.0092,1.0092,0.960449,0.960449,0.943183,0.943183,0.943778,0.943778,0.93056,0.93056,0.93056,0.93056,0.931601,0.931601,0.932765,0.932765,0.933449,0.933449,0.915285,0.915285,0.915609,0.915609,0.889462,0.889462,0.890406,0.890406,0.838449,0.838449,0.840211,0.840211,0.83373,0.83373,0.833883,0.833883,0.602857,0.602857,0.602857,0.602857,0.547308,0.547308,0.547933,0.547933,0.563686,0.563686,0.523261,0.523261,0.536084,0.536084,0.450835,0.450835,0.453913,0.453913,0.461958,0.461958,0.38279,0.38279,0.383613,0.383613,0.383613,0.383613,0.240783,0.240783,0.242082,0.242082,0.259037,0.259037,0.251691,0.251691,0.252122,0.252122,0.225188,0.225188,0.226344,0.226344,0.160234,0.160234,0.111672,0.111672,0.112343,0.112343,0.109283,0.109283,0.109283,0.109283,0.112355,0.112355,0.069,0.116448,0.116448
mar-90,1.07017,1.01301,1.01301,1.01338,1.01338,1.00771,1.00771,1.00775,1.00775,1.00671,1.00671,1.00673,1.00673,0.991722,0.991722,0.991809,0.991809,0.990758,0.990758,0.990758,0.990758,0.989707,0.989707,1.039,0.989707,0.989707,0.988479,0.988479,0.988569,0.988569,0.987896,0.987896,0.987908,0.987908,0.98397,0.98397,0.98397,0.98397,0.9427,0.9427,0.943146,0.943146,0.941307,0.941307,0.941472,0.941472,0.938848,0.938848,0.938876,0.938876,0.938876,0.938876,0.938876,0.938876,0.937036,0.937036,0.937227,0.937227,0.932973,0.932973,0.933053,0.933053,0.930951,0.930951,0.930951,0.930951,0.930951,0.930951,0.930951,0.930951,0.928327,0.928327,0.928343,0.928343,0.914295,0.914295,0.914661,0.914661,0.914136,0.914136,0.914182,0.914182,0.914182,0.914182,1.02318,1.02318,0.921288,0.921288,0.917772,0.917772,0.918114,0.918114,0.883503,0.883503,0.884017,0.884017,0.882966,0.882966,0.882966,0.882966,0.884099,0.884099,0.882522,0.882522,0.715,0.882522,0.882522,0.877739,0.877739,0.877942,0.877942,0.834944,0.834944,0.819715,0.819715,0.820126,0.820126,0.808467,0.808467,0.808467,0.808467,0.809048,0.809048,0.809755,0.809755,0.81022,0.81022,0.7942,0.7942,0.794421,0.794421,0.77136,0.77136,0.771946,0.771946,0.72612,0.72612,0.72717,0.72717,0.721454,0.721454,0.721559,0.721559,0.517794,0.517794,0.517794,0.517794,0.4688,0.4688,0.469189,0.469189,0.483418,0.483418,0.447763,0.447763,0.455875,0.455875,0.380685,0.380685,0.382423,0.382423,0.388075,0.388075,0.318248,0.318248,0.318577,0.318577,0.318577,0.318577,0.1926,0.1926,0.193446,0.193446,0.20876,0.20876,0.202281,0.202281,0.202484,0.202484,0.178729,0.178729,0.179518,0.179518,0.121209,0.121209,0.0783769,0.0783769,0.0787332,0.0787332,0.0760337,0.0760337,0.0760337,0.0760337,0.0781157,0.0781157,0.08,0.0809116,0.0809116
abr-90,1.01661,0.962312,0.962312,0.962525,0.962525,0.957137,0.957137,0.957157,0.957157,0.956173,0.956173,0.956182,0.956182,0.941924,0.941924,0.941972,0.941972,0.940974,0.940974,0.940974,0.940974,0.939975,0.939975,0.987,0.939975,0.939975,0.938809,0.938809,0.938888,0.938888,0.938249,0.938249,0.938256,0.938256,0.934515,0.934515,0.934515,0.934515,0.895311,0.895311,0.895578,0.895578,0.893831,0.893831,0.893952,0.893952,0.891459,0.891459,0.891478,0.891478,0.891478,0.891478,0.891478,0.891478,0.889731,0.889731,0.889858,0.889858,0.885816,0.885816,0.885862,0.885862,0.883865,0.883865,0.883865,0.883865,0.883865,0.883865,0.883865,0.883865,0.881372,0.881372,0.881379,0.881379,0.868034,0.868034,0.868242,0.868242,0.867743,0.867743,0.867786,0.867786,0.867786,0.867786,0.942586,0.942586,0.845792,0.845792,0.842452,0.842452,0.842777,0.842777,0.809898,0.809898,0.810186,0.810186,0.809187,0.809187,0.809187,0.809187,0.809812,0.809812,0.808314,0.808314,0.691,0.808314,0.808314,0.80377,0.80377,0.803881,0.803881,0.763035,0.763035,0.748568,0.748568,0.748791,0.748791,0.737716,0.737716,0.737716,0.737716,0.738052,0.738052,0.738434,0.738434,0.738685,0.738685,0.723466,0.723466,0.72359,0.72359,0.701684,0.701684,0.702004,0.702004,0.658471,0.658471,0.659087,0.659087,0.653658,0.653658,0.653716,0.653716,0.460149,0.460149,0.460149,0.460149,0.413607,0.413607,0.413882,0.413882,0.428585,0.428585,0.394714,0.394714,0.399447,0.399447,0.32802,0.32802,0.329019,0.329019,0.332599,0.332599,0.266267,0.266267,0.266499,0.266499,0.266499,0.266499,0.146827,0.146827,0.147351,0.147351,0.163176,0.163176,0.157021,0.157021,0.15715,0.15715,0.134584,0.134584,0.135105,0.135105,0.0797142,0.0797142,0.0390258,0.0390258,0.039218,0.039218,0.0366536,0.0366536,0.0366536,0.0366536,0.0378788,0.0378788,0.097,0.0397566,0.0397566
may-90,0.941417,0.891136,0.891136,0.891168,0.891168,0.886178,0.886178,0.886231,0.886231,0.88532,0.88532,0.885323,0.885323,0.87212,0.87212,0.872131,0.872131,0.871207,0.871207,0.871207,0.871207,0.870282,0.870282,0.914,0.870282,0.870282,0.869202,0.869202,0.869254,0.869254,0.868662,0.868662,0.868665,0.868665,0.865201,0.865201,0.865201,0.865201,0.828896,0.828896,0.828981,0.828981,0.827363,0.827363,0.827443,0.827443,0.825134,0.825134,0.825147,0.825147,0.825147,0.825147,0.825147,0.825147,0.823529,0.823529,0.823612,0.823612,0.81987,0.81987,0.819877,0.819877,0.818028,0.818028,0.818028,0.818028,0.818028,0.818028,0.818028,0.818028,0.81572,0.81572,0.815723,0.815723,0.803365,0.803365,0.803417,0.803417,0.802955,0.802955,0.802995,0.802995,0.802995,0.802995,0.854695,0.854695,0.76506,0.76506,0.761967,0.761967,0.762268,0.762268,0.731821,0.731821,0.731894,0.731894,0.73097,0.73097,0.73097,0.73097,0.731176,0.731176,0.729789,0.729789,0.651,0.729789,0.729789,0.725581,0.725581,0.725622,0.725622,0.687797,0.687797,0.674401,0.674401,0.674443,0.674443,0.664187,0.664187,0.664187,0.664187,0.664316,0.664316,0.664449,0.664449,0.664506,0.664506,0.650413,0.650413,0.650458,0.650458,0.630171,0.630171,0.63026,0.63026,0.589946,0.589946,0.590193,0.590193,0.585165,0.585165,0.585176,0.585176,0.405926,0.405926,0.422126,0.422126,0.379026,0.379026,0.379171,0.379171,0.3934,0.3934,0.362034,0.362034,0.363959,0.363959,0.297815,0.297815,0.298203,0.298203,0.299875,0.299875,0.238449,0.238449,0.238586,0.238586,0.264386,0.264386,0.153566,0.153566,0.153839,0.153839,0.169153,0.169153,0.163454,0.163454,0.163524,0.163524,0.142626,0.142626,0.142907,0.142907,0.0916132,0.0916132,0.0539342,0.0539342,0.0540208,0.0540208,0.0516461,0.0516461,0.0516461,0.0516461,0.0519848,0.0519848,0.148,0.0530779,0.0530779
jun-90,0.935239,0.885288,0.885288,0.885299,0.885299,0.880342,0.880342,0.880385,0.880385,0.879479,0.879479,0.879479,0.879479,0.866362,0.866362,0.866365,0.866365,0.865447,0.865447,0.865447,0.865447,0.864528,0.864528,0.908,0.864528,0.864528,0.863455,0.863455,0.863507,0.863507,0.862919,0.862919,0.862919,0.862919,0.859478,0.859478,0.859478,0.859478,0.823411,0.823411,0.823437,0.823437,0.821829,0.821829,0.821908,0.821908,0.819615,0.819615,0.819627,0.819627,0.819627,0.819627,0.819627,0.819627,0.81802,0.81802,0.818102,0.818102,0.814384,0.814384,0.814387,0.814387,0.81255,0.81255,0.81255,0.81255,0.81255,0.81255,0.81255,0.81255,0.810257,0.810257,0.810258,0.810258,0.797981,0.797981,0.797999,0.797999,0.79754,0.79754,0.79758,0.79758,0.79758,0.79758,0.82948,0.82948,0.740434,0.740434,0.737361,0.737361,0.737553,0.737553,0.707305,0.707305,0.707327,0.707327,0.706408,0.706408,0.706408,0.706408,0.706481,0.706481,0.705103,0.705103,0.642,0.705103,0.705103,0.700922,0.700922,0.700932,0.700932,0.663356,0.663356,0.650047,0.650047,0.650058,0.650058,0.639869,0.639869,0.639869,0.639869,0.639901,0.639901,0.639945,0.639945,0.639957,0.639957,0.625956,0.625956,0.625972,0.625972,0.605818,0.605818,0.605836,0.605836,0.565787,0.565787,0.565855,0.565855,0.56086,0.56086,0.560863,0.560863,0.382789,0.382789,0.405389,0.405389,0.362572,0.362572,0.362626,0.362626,0.377329,0.377329,0.346169,0.346169,0.346897,0.346897,0.281187,0.281187,0.281294,0.281294,0.282133,0.282133,0.22111,0.22111,0.221177,0.221177,0.298576,0.298576,0.188483,0.188483,0.188632,0.188632,0.204457,0.204457,0.198795,0.198795,0.198817,0.198817,0.178056,0.178056,0.178207,0.178207,0.127249,0.127249,0.0898174,0.0898174,0.0898458,0.0898458,0.0874867,0.0874867,0.0874867,0.0874867,0.0875946,0.0875946,0.138,0.0882009,0.0882009
jul-90,0.94039,0.890164,0.890164,0.890297,0.890297,0.885313,0.885313,0.885358,0.885358,0.884447,0.884447,0.88447,0.88447,0.87128,0.87128,0.871321,0.871321,0.870398,0.870398,0.870398,0.870398,0.869474,0.869474,0.913,0.869474,0.869474,0.868395,0.868395,0.868444,0.868444,0.867853,0.867853,0.86786,0.86786,0.864399,0.864399,0.864399,0.864399,0.828134,0.828134,0.828229,0.828229,0.826613,0.826613,0.826687,0.826687,0.824381,0.824381,0.824392,0.824392,0.824392,0.824392,0.824392,0.824392,0.822775,0.822775,0.822854,0.822854,0.819115,0.819115,0.81916,0.81916,0.817313,0.817313,0.817313,0.817313,0.817313,0.817313,0.817318,0.817318,0.815012,0.815012,0.815031,0.815031,0.802687,0.802687,0.802821,0.802821,0.802359,0.802359,0.8024,0.8024,0.8024,0.8024,0.8486,0.8486,0.759063,0.759063,0.755973,0.755973,0.756007,0.756007,0.725593,0.725593,0.725915,0.725915,0.724991,0.724991,0.724991,0.724991,0.725648,0.725648,0.724263,0.724263,0.741,0.724263,0.724263,0.72006,0.72006,0.720225,0.720225,0.682442,0.682442,0.66906,0.66906,0.669472,0.669472,0.659227,0.659227,0.659227,0.659227,0.65967,0.65967,0.660314,0.660314,0.660776,0.660776,0.646698,0.646698,0.646935,0.646935,0.626671,0.626671,0.627248,0.627248,0.586979,0.586979,0.587687,0.587687,0.582664,0.582664,0.582757,0.582757,0.403702,0.403702,0.500702,0.500702,0.457649,0.457649,0.45801,0.45801,0.472239,0.472239,0.440908,0.440908,0.446769,0.446769,0.380697,0.380697,0.382458,0.382458,0.386204,0.386204,0.324845,0.324845,0.324941,0.324941,1.00219,1.00219,0.891489,0.891489,0.892561,0.892561,0.907876,0.907876,0.902182,0.902182,0.902403,0.902403,0.881528,0.881528,0.881973,0.881973,0.830735,0.830735,0.793098,0.793098,0.793557,0.793557,0.791184,0.791184,0.791184,0.791184,0.792772,0.792772,0.608,0.794401,0.794401
ago-90,0.863138,0.817038,0.817038,0.817103,0.817103,0.812528,0.812528,0.812561,0.812561,0.811725,0.811725,0.811726,0.811726,0.79962,0.79962,0.799631,0.799631,0.798784,0.798784,0.798784,0.798784,0.797936,0.797936,0.838,0.797936,0.797936,0.796946,0.796946,0.797018,0.797018,0.796475,0.796475,0.796476,0.796476,0.7933,0.7933,0.7933,0.7933,0.760014,0.760014,0.76015,0.76015,0.758667,0.758667,0.758799,0.758799,0.756683,0.756683,0.756709,0.756709,0.756709,0.756709,0.756709,0.756709,0.755226,0.755226,0.755404,0.755404,0.751973,0.751973,0.751986,0.751986,0.75029,0.75029,0.75029,0.75029,0.75029,0.75029,0.75029,0.75029,0.748174,0.748174,0.748175,0.748175,0.736844,0.736844,0.736929,0.736929,0.736505,0.736505,0.736542,0.736542,0.736542,0.736542,0.762942,0.762942,0.680761,0.680761,0.677924,0.677924,0.678194,0.678194,0.650278,0.650278,0.650356,0.650356,0.649508,0.649508,0.649508,0.649508,0.649692,0.649692,0.648421,0.648421,0.609,0.648421,0.648421,0.644563,0.644563,0.64461,0.64461,0.609931,0.609931,0.597648,0.597648,0.597706,0.597706,0.588303,0.588303,0.588303,0.588303,0.588445,0.588445,0.588567,0.588567,0.588629,0.588629,0.575708,0.575708,0.575737,0.575737,0.557137,0.557137,0.557225,0.557225,0.520263,0.520263,0.520482,0.520482,0.515872,0.515872,0.515889,0.515889,0.351543,0.351543,0.389343,0.389343,0.349827,0.349827,0.349921,0.349921,0.364149,0.364149,0.335392,0.335392,0.337093,0.337093,0.276449,0.276449,0.276811,0.276811,0.278176,0.278176,0.221858,0.221858,0.222088,0.222088,0.422038,0.422038,0.320432,0.320432,0.320623,0.320623,0.335937,0.335937,0.330712,0.330712,0.330784,0.330784,0.311624,0.311624,0.311852,0.311852,0.264823,0.264823,0.230277,0.230277,0.230341,0.230341,0.228164,0.228164,0.228164,0.228164,0.228598,0.228598,0.145,0.229424,0.229424
sept-90,1.04545,0.98961,0.98961,0.9897,0.9897,0.984158,0.984158,0.984206,0.984206,0.983193,0.983193,0.9832,0.9832,0.968538,0.968538,0.968555,0.968555,0.967528,0.967528,0.967528,0.967528,0.966502,0.966502,1.015,0.966502,0.966502,0.965303,0.965303,0.96539,0.96539,0.964732,0.964732,0.964733,0.964733,0.960887,0.960887,0.960887,0.960887,0.92057,0.92057,0.920809,0.920809,0.919012,0.919012,0.919173,0.919173,0.916609,0.916609,0.916647,0.916647,0.916647,0.916647,0.916647,0.916647,0.914851,0.914851,0.915067,0.915067,0.910911,0.910911,0.910931,0.910931,0.908877,0.908877,0.908877,0.908877,0.908877,0.908877,0.908877,0.908877,0.906314,0.906314,0.906319,0.906319,0.892595,0.892595,0.89274,0.89274,0.892227,0.892227,0.892271,0.892271,0.892271,0.892271,0.974771,0.974771,0.875232,0.875232,0.871796,0.871796,0.872131,0.872131,0.838319,0.838319,0.838443,0.838443,0.837416,0.837416,0.837416,0.837416,0.837744,0.837744,0.836204,0.836204,0.707,0.836204,0.836204,0.831531,0.831531,0.831621,0.831621,0.789617,0.789617,0.77474,0.77474,0.774831,0.774831,0.763442,0.763442,0.763442,0.763442,0.763706,0.763706,0.763923,0.763923,0.76403,0.76403,0.74838,0.74838,0.748425,0.748425,0.725897,0.725897,0.726062,0.726062,0.681294,0.681294,0.681703,0.681703,0.676119,0.676119,0.676146,0.676146,0.477088,0.477088,0.518088,0.518088,0.470225,0.470225,0.470358,0.470358,0.485061,0.485061,0.45023,0.45023,0.452924,0.452924,0.379471,0.379471,0.380122,0.380122,0.38198,0.38198,0.313766,0.313766,0.314152,0.314152,0.539902,0.539902,0.416836,0.416836,0.417068,0.417068,0.432893,0.432893,0.426564,0.426564,0.426691,0.426691,0.403484,0.403484,0.403755,0.403755,0.346793,0.346793,0.30495,0.30495,0.305067,0.305067,0.30243,0.30243,0.30243,0.30243,0.303024,0.303024,0.195,0.303991,0.303991
oct-90,1.11858,1.05884,1.05884,1.05904,1.05904,1.05311,1.05311,1.05316,1.05316,1.05208,1.05208,1.05211,1.05211,1.03642,1.03642,1.03647,1.03647,1.03537,1.03537,1.03537,1.03537,1.03427,1.03427,1.086,1.03427,1.03427,1.03299,1.03299,1.03308,1.03308,1.03238,1.03238,1.03239,1.03239,1.02827,1.02827,1.02827,1.02827,0.985136,0.985136,0.985736,0.985736,0.983814,0.983814,0.983986,0.983986,0.981243,0.981243,0.981296,0.981296,0.981296,0.981296,0.981296,0.981296,0.979374,0.979374,0.979603,0.979603,0.975156,0.975156,0.975203,0.975203,0.973006,0.973006,0.973006,0.973006,0.973006,0.973006,0.973006,0.973006,0.970264,0.970264,0.970283,0.970283,0.955599,0.955599,0.955952,0.955952,0.955403,0.955403,0.955451,0.955451,0.955451,0.955451,1.08085,1.08085,0.974348,0.974348,0.970672,0.970672,0.97103,0.97103,0.934853,0.934853,0.935226,0.935226,0.934128,0.934128,0.934128,0.934128,0.935121,0.935121,0.933473,0.933473,0.818,0.933473,0.933473,0.928473,0.928473,0.928765,0.928765,0.883822,0.883822,0.867904,0.867904,0.868182,0.868182,0.855996,0.855996,0.855996,0.855996,0.8568,0.8568,0.857513,0.857513,0.857852,0.857852,0.841107,0.841107,0.841269,0.841269,0.817164,0.817164,0.817716,0.817716,0.769816,0.769816,0.771111,0.771111,0.765137,0.765137,0.765215,0.765215,0.552232,0.552232,0.552232,0.552232,0.501022,0.501022,0.501536,0.501536,0.515764,0.515764,0.478496,0.478496,0.487096,0.487096,0.408504,0.408504,0.410873,0.410873,0.415739,0.415739,0.342753,0.342753,0.343743,0.343743,0.343743,0.343743,0.212067,0.212067,0.212832,0.212832,0.228146,0.228146,0.221375,0.221375,0.221814,0.221814,0.196984,0.196984,0.197779,0.197779,0.136832,0.136832,0.0920628,0.0920628,0.0925656,0.0925656,0.089744,0.089744,0.089744,0.089744,0.0916117,0.0916117,0.153,0.0944321,0.0944321
nov-90,0.934209,0.884313,0.884313,0.884726,0.884726,0.879774,0.879774,0.87979,0.87979,0.878885,0.878885,0.878911,0.878911,0.865809,0.865809,0.865908,0.865908,0.864991,0.864991,0.864991,0.864991,0.864073,0.864073,0.907,0.864073,0.864073,0.863002,0.863002,0.863079,0.863079,0.862492,0.862492,0.862508,0.862508,0.85907,0.85907,0.85907,0.85907,0.823043,0.823043,0.824226,0.824226,0.82262,0.82262,0.822764,0.822764,0.820473,0.820473,0.820533,0.820533,0.820533,0.820533,0.820533,0.820533,0.818927,0.818927,0.819115,0.819115,0.815401,0.815401,0.815488,0.815488,0.813654,0.813654,0.813654,0.813654,0.813654,0.813654,0.813654,0.813654,0.811363,0.811363,0.811395,0.811395,0.799132,0.799132,0.799558,0.799558,0.799099,0.799099,0.799139,0.799139,0.799139,0.799139,0.875039,0.875039,0.78609,0.78609,0.78302,0.78302,0.783319,0.783319,0.753105,0.753105,0.753699,0.753699,0.752781,0.752781,0.752781,0.752781,0.754546,0.754546,0.75317,0.75317,0.68,0.75317,0.75317,0.748994,0.748994,0.749542,0.749542,0.712007,0.712007,0.698713,0.698713,0.699243,0.699243,0.689066,0.689066,0.689066,0.689066,0.690605,0.690605,0.691887,0.691887,0.692544,0.692544,0.678558,0.678558,0.678845,0.678845,0.658714,0.658714,0.659767,0.659767,0.619762,0.619762,0.622181,0.622181,0.617192,0.617192,0.617345,0.617345,0.439467,0.439467,0.439467,0.439467,0.396697,0.396697,0.397637,0.397637,0.41234,0.41234,0.381215,0.381215,0.396551,0.396551,0.330913,0.330913,0.335501,0.335501,0.343033,0.343033,0.282077,0.282077,0.284048,0.284048,0.284048,0.284048,0.174076,0.174076,0.175338,0.175338,0.191162,0.191162,0.185507,0.185507,0.186384,0.186384,0.165647,0.165647,0.16698,0.16698,0.116079,0.116079,0.0786887,0.0786887,0.0796436,0.0796436,0.077287,0.077287,0.077287,0.077287,0.080987,0.080987,0.094,0.0857621,0.0857621
dic-90,0.72615,0.687367,0.687367,0.687914,0.687914,0.684065,0.684065,0.684068,0.684068,0.683364,0.683364,0.683384,0.683384,0.6732,0.6732,0.673331,0.673331,0.672617,0.672617,0.672617,0.672617,0.671904,0.671904,0.705,0.671904,0.671904,0.671071,0.671071,0.671132,0.671132,0.670675,0.670675,0.670692,0.670692,0.66802,0.66802,0.66802,0.66802,0.640017,0.640017,0.641426,0.641426,0.640178,0.640178,0.64029,0.64029,0.63851,0.63851,0.638571,0.638571,0.638571,0.638571,0.638571,0.638571,0.637323,0.637323,0.637466,0.637466,0.634579,0.634579,0.634647,0.634647,0.633221,0.633221,0.633221,0.633221,0.633221,0.633221,0.633221,0.633221,0.63144,0.63144,0.63148,0.63148,0.621948,0.621948,0.622279,0.622279,0.621922,0.621922,0.621954,0.621954,0.621954,0.621954,0.694553,0.694553,0.625415,0.625415,0.623029,0.623029,0.623261,0.623261,0.599776,0.599776,0.600237,0.600237,0.599524,0.599524,0.599524,0.599524,0.601503,0.601503,0.600434,0.600434,0.466,0.600434,0.600434,0.597188,0.597188,0.597785,0.597785,0.56861,0.56861,0.558277,0.558277,0.558888,0.558888,0.550978,0.550978,0.550978,0.550978,0.552639,0.552639,0.554052,0.554052,0.554796,0.554796,0.543925,0.543925,0.544286,0.544286,0.528639,0.528639,0.529817,0.529817,0.498722,0.498722,0.50133,0.50133,0.497452,0.497452,0.497646,0.497646,0.359384,0.359384,0.359384,0.359384,0.32614,0.32614,0.327152,0.327152,0.341381,0.341381,0.317187,0.317187,0.333833,0.333833,0.282814,0.282814,0.287704,0.287704,0.295911,0.295911,0.248531,0.248531,0.250802,0.250802,0.250802,0.250802,0.165322,0.165322,0.166839,0.166839,0.182153,0.182153,0.177756,0.177756,0.178773,0.178773,0.162654,0.162654,0.164214,0.164214,0.124649,0.124649,0.0955858,0.0955858,0.0967163,0.0967163,0.0948846,0.0948846,0.0948846,0.0948846,0.0993706,0.0993706,0.066,0.104951,0.104951
