Sources and Destinations,Decrease in Storage for Cuenta Corriente PMS,Decrease in Storage for Embalse Cogoti,Decrease in Storage for Embalse Paloma,Decrease in Storage for Embalse Recoleta,Increase in Storage for Cuenta Corriente PMS,Increase in Storage for Embalse Cogoti,Increase in Storage for Embalse Paloma,Increase in Storage for Embalse Recoleta,Inflow from Rio Grande,Inflow from Upstream,Net Evaporation and Local Reservoir Overflow,Outflow to Downstream,Outflow to DR Guatulame_B El Tome,Outflow to ENTREGA PALOMA,Outflow to ENTREGA_COGOTI,Outflow to Entregas Recoleta
Aug-16,,,,,0,-1.00604,-10.3851,0,0,18.2681,-0.321774,-5.16383,0,-1.15838,-0.106447,-0.12657
Sep-16,,,,,0,-1.46354,-12.8892,0,0,21.2499,-0.5,-3.99768,0,-2.11855,-0.128327,-0.152588
Oct-16,,,,,0,-1.47702,-16.8398,0,0,26.4141,-0.869937,-1.54644,0,-3.17026,-1.29671,-1.21389
Nov-16,,0.355377,,,0,,-12.971,0,0.294512,23.7857,-1.07679,-0.837876,-0.294512,-5.97885,-1.65159,-1.62492
Dec-16,,1.72393,,0.147446,0,,-3.32723,,0.285019,12.4654,-1.42803,0,-0.285019,-5.14856,-2.1749,-2.25809
Jan-17,,2.29582,3.73434,,0,,,-0.0114016,0.285001,5.59121,-1.68364,0,-0.285001,-5.77015,-2.43214,-1.72403
Feb-17,,2.6401,3.73588,,0,,,-0.15062,0.315549,8.78327,-1.25191,-2.37468,-0.315549,-6.62151,-2.78111,-1.97941
Mar-17,,2.21851,4.61357,,0,,,0,0,5.63378,-0.915016,-1.56583,0,-5.98848,-2.34343,-1.6531
Apr-17,,0.652977,1.57808,,0,,,0,0,4.7071,-0.627924,-1.00697,0,-3.80223,-0.834128,-0.666903
May-17,,,,,0,-13.4433,-26.5116,0,0,44.2381,-0.399257,-1.6418,0,-1.06359,-0.646853,-0.531732
Jun-17,,,,,0,-6.86656,-21.0557,0,0,30.9654,-0.3875,-2.01767,0,-0.155449,-0.264844,-0.217709
Jul-17,,,,,0,-4.3022,-21.8963,0,0,29.5798,-0.351851,-2.48933,0,-0.295593,-0.134253,-0.11036
Aug-17,,,,,0,-0.790367,-10.6145,0,0,16.0192,-0.513116,-2.99725,0,-0.837098,-0.146457,-0.120392
Sep-17,,,,,0,-0.609686,-6.12896,0,0,12.0639,-0.890853,-1.74004,0,-2.37263,-0.176562,-0.14514
Oct-17,,0.402646,,,0,,-4.70252,0,0,13.4587,-1.32389,-0.388309,0,-5.37262,-0.946528,-1.12744
Nov-17,,,,,-0.033179,-3.63713,-5.23912,0,0.398361,21.6287,-1.63867,-1.67655,-0.365182,-7.18895,-0.730815,-1.5175
Dec-17,0.00485364,,3.82834,0.601096,,0,,,0.385585,9.46921,-1.93683,-1.109,-0.390438,-6.74415,-1.98799,-2.12068
Jan-18,,,7.76036,1.23171,-0.011014,0,,,0.385585,5.10595,-1.94396,-0.315915,-0.374571,-8.75261,-0.673903,-2.41162
Feb-18,0.0119874,,8.81053,1.95619,,0,,,0.426897,3.11249,-1.80899,-0.142925,-0.438885,-8.83826,-0.319056,-2.76998
Mar-18,0.000186679,,5.4362,0.592639,,0,,,0,4.39709,-1.20601,-0.125217,-0.000186679,-6.49498,-0.28842,-2.3113
Apr-18,0.00964506,,2.94925,,,0,,-0.50559,0,5.0231,-0.82762,-0.116225,-0.00964506,-5.30934,-0.270169,-0.943407
May-18,0.0179211,1.20309,,0.087783,,,-0.229662,,0,5.07567,-0.526232,-0.68917,-0.0179211,-3.57377,-0.703215,-0.644496
Jun-18,,,,,0,-1.0638,-4.4842,-0.338459,0,9.27402,-0.3875,-1,0,-1.44827,-0.28792,-0.263878
Jul-18,,1.00246,,,0,,-4.22155,-0.659326,0,6.334,-0.351851,-0.943422,0,-0.880602,-0.14595,-0.133763
Aug-18,,1.11283,,,0,,-1.07592,-0.537671,0,4.12285,-0.513116,-1,0,-1.80383,-0.159219,-0.145924
Sep-18,,1.02978,1.16197,,0,,,-0.287669,0,3.33106,-0.797323,-1.00002,0,-3.06994,-0.191947,-0.175919
Oct-18,,1.40292,2.76524,0.400996,0,,,,0,4.4817,-1.1466,-0.81437,0,-5.64758,-0.764217,-0.678085
Nov-18,,1.45982,6.62312,0.725601,0,,,,0.398438,2.58906,-1.41924,-0.342611,-0.398438,-7.25198,-1.25585,-1.12792
Dec-18,,2.17231,8.05103,1.53044,0,,,,0.385585,2.04235,-1.67747,-0.220886,-0.385585,-7.93806,-2.07777,-1.88196
Jan-19,,2.53098,8.36349,1.87956,0,,,,0.385582,2.51756,-1.68364,-0.217813,-0.385582,-8.69299,-2.46255,-2.2346
Feb-19,,3.00208,7.43004,1.85068,0,,,,0.426859,3.94825,-1.56674,-0.214103,-0.426859,-8.9964,-2.8586,-2.59519
Mar-19,,2.48449,6.06001,0.481411,0,,,,0,3.85919,-1.20601,-0.209594,0,-7.02662,-2.32987,-2.113
Apr-19,,1.32039,4.27507,0.42374,0,,,,0,1.99773,-0.82762,-0.256258,0,-4.54192,-1.24765,-1.14347
May-19,,1.20117,1.63775,0.183415,0,,,,0,2.27579,-0.526232,-0.865815,0,-2.88883,-0.520333,-0.496914
Jun-19,,1.08979,0.335711,,0,,,-0.0774255,0,2.41162,-0.3875,-0.886382,0,-2.06932,-0.213042,-0.203453
Jul-19,,1.07676,0.6349,,0,,,-0.0773555,0,2.20258,-0.351852,-1,0,-2.2739,-0.107994,-0.103133
Aug-19,,1.06703,2.12588,,0,,,-0.00815338,0,1.70412,-0.513116,-1,0,-3.14545,-0.117811,-0.112509
Sep-19,,1.08425,3.25065,0.0246887,0,,,,0,1.19329,-0.797323,-1,0,-3.4779,-0.142028,-0.135635
Oct-19,,1.36548,5.49884,,0,,,-0.140947,0,1.28236,-1.1466,-0.929167,0,-4.95459,-0.507542,-0.467838
Nov-19,,1.39793,7.40589,0.102768,0,,,,0.398438,0.932399,-1.41924,-0.6307,-0.398438,-6.10682,-0.869387,-0.812833
Dec-19,,1.52029,8.7066,0.860649,0,,,,0.385567,0.704448,-1.67747,-0.142326,-0.385567,-7.09667,-1.47948,-1.39604
Jan-20,,1.84211,9.00704,1.18853,0,,,,0.385578,0.587214,-1.27739,-0.128827,-0.385578,-7.78655,-1.7642,-1.66793
Feb-20,,2.06637,8.18636,1.42933,0,,,,0.412164,0.850035,-1.14771,-0.13006,-0.412164,-7.40084,-1.98032,-1.87316
Mar-20,,1.76527,4.92237,,0,,,-0.843825,0,4.23264,-0.915016,-0.130098,0,-5.79114,-1.66602,-1.57417
Apr-20,,1.52125,3.73574,0.0823912,0,,,,0,1.91045,-0.627924,-0.616781,0,-4.20031,-0.923183,-0.881631
May-20,,1.29119,2.19889,,0,,,-0.610683,0,1.74091,-0.399257,-1,0,-2.55883,-0.305661,-0.356558
Jun-20,,1.1127,,,0,,-0.569861,-0.382763,0,2.07666,-0.294,-1.28489,0,-0.386714,-0.125148,-0.145987
Jul-20,,0.931926,,,0,,-0.34561,-0.424101,0,2.23348,-0.266953,-1,0,-0.991296,-0.063439,-0.0740028
Aug-20,,1.04814,1.0909,,0,,,-0.227046,0,1.48341,-0.389303,-1,0,-1.85616,-0.0692062,-0.0807303
Sep-20,,1.01057,3.98053,,0,,,-0.0465189,0,1.09668,-0.604938,-1,0,-4.25556,-0.0834321,-0.0973248
Oct-20,,1.17864,4.04538,0.153781,0,,,,0,0.784888,-0.741902,-1,0,-3.81953,-0.285064,-0.316193
Nov-20,,1.44294,6.73434,,0,,,-0.0409888,0.2437,0.805208,-0.89,-1,-0.2437,-5.99121,-0.497187,-0.563093
Dec-20,,1.46199,7.39713,0.364304,0,,,,0.23584,0.762438,-1.05193,-0.650405,-0.23584,-6.44529,-0.856015,-0.982217
Jan-21,,1.52869,6.33878,1.05709,-0.00205346,,,,0.235797,0.706917,-1.05581,-0.54328,-0.233744,-5.83182,-1.02326,-1.17732
Feb-21,0.00227348,1.59967,6.03038,0.985244,,,,,0.2611,0.932195,-0.982498,-0.445241,-0.263373,-5.55889,-1.19036,-1.37049
Mar-21,,1.23771,4.7231,0.132065,0,,,,0,1.34164,-0.732549,-0.302397,0,-4.32394,-0.965591,-1.11004
Apr-21,,1.40046,3.96415,0.312508,0,,,,0,0.701577,-0.422515,-0.879735,0,-3.90153,-0.542307,-0.632611
May-21,,1.10327,3.05979,0.130594,0,,,,0,1.10689,-0.268653,-0.914734,0,-3.7628,-0.197906,-0.256457
Jun-21,,1.06481,0.223927,,0,,,-0.0466435,0,2.6395,-0.197826,-0.988095,0,-2.50965,-0.0810293,-0.105002
Jul-21,,0.890457,,0.000755675,0,,-0.762054,,0,3.5086,-0.179627,-0.984219,0,-2.37961,-0.0410749,-0.0532269
Aug-21,,1.00246,1.08693,0.0162425,0,,,,0,3.3225,-0.261956,-0.97682,0,-4.08649,-0.0448088,-0.0580656
Sep-21,,1.04649,2.99167,0.0459819,0,,,,0,1.05172,-0.407049,-1,0,-3.6048,-0.0540197,-0.0700015
Oct-21,,1.08013,7.42756,0.139212,0,,,,0,0.965895,-0.585361,-0.904587,0,-7.70958,-0.185852,-0.227424
Nov-21,,1.00867,7.42059,0.304953,-0.0246914,,,,0.127161,0.618274,-0.724545,-0.697219,-0.10247,-7.20248,-0.323238,-0.405008
Dec-21,,,9.1656,0.644832,-0.00914725,0,,,0.122916,0.815021,-0.856377,-0.00599083,-0.113769,-8.93527,-0.121346,-0.706466
Jan-22,0.0263217,,10.0593,0.846791,,0,,,0.123059,0.693121,-0.531041,-0.00640263,-0.149381,-10.0933,-0.121613,-0.846791
Feb-22,,,10.9675,0.985735,-0.0196346,0,,,0.136244,0.627496,-0.494167,-0.00460615,-0.116609,-11.0246,-0.0716458,-0.985735
Mar-22,,,8.90842,0.798404,0,-4.06518E-06,,,0,0.768166,-0.380391,-0.00518521,0,-9.22052,-0.0704859,-0.798404
Apr-22,0.000385802,4.20069E-06,3.74754,0.455009,,,,,0,2.92299,-0.173,-0.487072,-0.000385802,-5.65934,-0.351128,-0.455009
